PrimaryKey,NameKey,DescKey,Level,Order,Weapon,UseType,SkillType,SkillAniType,AttackType,DamageType,ratioAttackPower,CastingTime,InvokeTime,HitEffectGroup,UpgradeMaterialKey00,UpgradeMaterialCount00,UpgradeMaterialKey01,UpgradeMaterialCount01,RequirePoint
369137448,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7680264,575934465,10,572272641,10000,0
369137705,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7680265,575934465,10,572272641,10000,0
369137962,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7680266,575934465,15,572272641,15000,0
369138193,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7696641,575934465,2,572272641,5000,0
369138450,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7696642,575934465,2,572272641,5000,0
369138707,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7696643,575934465,2,572272641,5000,0
369138964,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7696644,575934465,5,572272641,5000,0
369139221,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7696645,575934465,5,572272641,10000,0
369139478,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7696646,575934465,5,572272641,10000,0
369139735,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7696647,575934465,10,572272641,10000,0
369139992,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7696648,575934465,10,572272641,10000,0
369140249,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7696649,575934465,10,572272641,10000,0
369140506,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7696650,575934465,15,572272641,15000,0
369140753,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7688449,575934465,2,572272641,5000,0
369141010,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7688450,575934465,2,572272641,5000,0
369141267,,NaN,3,1,NaN,2,1024,0,15,NaN,.,,,7688451,575934465,2,572272641,5000,0
369141524,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7688452,575934465,5,572272641,5000,0
369141781,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7688453,575934465,5,572272641,10000,0
369142038,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7688454,575934465,5,572272641,10000,0
369142295,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7688455,575934465,10,572272641,10000,0
369142552,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7688456,575934465,10,572272641,10000,0
369142809,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7688457,575934465,10,572272641,10000,0
369143066,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7688458,575934465,15,572272641,15000,0
369143329,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7692545,575934465,2,572272641,5000,0
369143586,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7692546,575934465,2,572272641,5000,0
369143843,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7692547,575934465,2,572272641,5000,0
369144100,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7692548,575934465,5,572272641,5000,0
369144357,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7692549,575934465,5,572272641,10000,0
369144614,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7692550,575934465,5,572272641,10000,0
369144871,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7692551,575934465,10,572272641,10000,0
369145128,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7692552,575934465,10,572272641,10000,0
369145385,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7692553,575934465,10,572272641,10000,0
369145642,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7692554,575934465,15,572272641,15000,0
369145873,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7348481,575938562,2,572272641,5000,0
369146130,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7348482,575938562,2,572272641,5000,0
369146387,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7348483,575938562,2,572272641,5000,0
369146644,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7348484,575938562,5,572272641,5000,0
369146901,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7348485,575938562,5,572272641,10000,0
369147158,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7348486,575938562,5,572272641,10000,0
369147415,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7348487,575938562,10,572272641,10000,0
369147672,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7348488,575938562,10,572272641,10000,0
369147929,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7348489,575938562,10,572272641,10000,0
369148186,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7348490,575938562,15,572272641,15000,0
369148433,,NaN,1,1,NaN,1,770,5,15,0,1.25,1000,1500,2117903,0,0,0,0,8
369148689,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7741697,575938562,2,572272641,5000,0
369148946,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7741698,575938562,2,572272641,5000,0
369149203,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7741699,575938562,2,572272641,5000,0
369149460,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7741700,575938562,5,572272641,5000,0
369149717,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7741701,575938562,5,572272641,10000,0
369149974,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7741702,575938562,5,572272641,10000,0
369150231,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7741703,575938562,10,572272641,10000,0
369150488,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7741704,575938562,10,572272641,10000,0
369150745,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7741705,575938562,10,572272641,10000,0
369151002,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7741706,575938562,15,572272641,15000,0
369151249,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7745793,575938562,2,572272641,5000,0
369151506,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7745794,575938562,2,572272641,5000,0
369151763,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7745795,575938562,2,572272641,5000,0
369152020,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7745796,575938562,5,572272641,5000,0
369152277,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7745797,575938562,5,572272641,10000,0
369152534,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7745798,575938562,5,572272641,10000,0
369152791,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7745799,575938562,10,572272641,10000,0
369153048,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7745800,575938562,10,572272641,10000,0
369153305,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7745801,575938562,10,572272641,10000,0
369153562,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7745802,575938562,15,572272641,15000,0
369153809,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7479553,575938562,2,572272641,5000,0
369154066,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7479554,575938562,2,572272641,5000,0
369154323,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7479555,575938562,2,572272641,5000,0
369154580,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7479556,575938562,5,572272641,5000,0
369154837,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7479557,575938562,5,572272641,10000,0
369155094,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7479558,575938562,5,572272641,10000,0
369155351,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7479559,575938562,10,572272641,10000,0
369155608,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7479560,575938562,10,572272641,10000,0
369155865,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7479561,575938562,10,572272641,10000,0
369156122,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7479562,575938562,15,572272641,15000,0
369156369,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7409921,575938562,2,572272641,5000,0
369156626,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7409922,575938562,2,572272641,5000,0
369156883,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7409923,575938562,2,572272641,5000,0
369157140,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7409924,575938562,5,572272641,5000,0
369157397,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7409925,575938562,5,572272641,10000,0
369157654,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7409926,575938562,5,572272641,10000,0
369157911,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7409927,575938562,10,572272641,10000,0
369158168,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7409928,575938562,10,572272641,10000,0
369158425,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7409929,575938562,10,572272641,10000,0
369158682,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7409930,575938562,15,572272641,15000,0
369158945,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7475457,575938562,2,572272641,5000,0
369159202,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7475458,575938562,2,572272641,5000,0
369159459,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7475459,575938562,2,572272641,5000,0
369159716,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7475460,575938562,5,572272641,5000,0
369159973,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7475461,575938562,5,572272641,10000,0
369160230,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7475462,575938562,5,572272641,10000,0
369160487,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7475463,575938562,10,572272641,10000,0
369160744,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7475464,575938562,10,572272641,10000,0
369161001,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7475465,575938562,10,572272641,10000,0
369161258,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7475466,575938562,15,572272641,15000,0
369161489,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369161745,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7414017,575938562,2,572272641,5000,0
369162002,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7414018,575938562,2,572272641,5000,0
369162259,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7414019,575938562,2,572272641,5000,0
369162516,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7414020,575938562,5,572272641,5000,0
369162773,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7414021,575938562,5,572272641,10000,0
369163030,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7414022,575938562,5,572272641,10000,0
369163287,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7414023,575938562,10,572272641,10000,0
369163544,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7414024,575938562,10,572272641,10000,0
369163801,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7414025,575938562,10,572272641,10000,0
369164058,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7414026,575938562,15,572272641,15000,0
369164321,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7418113,575938562,2,572272641,5000,0
369164578,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7418114,575938562,2,572272641,5000,0
369164835,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7418115,575938562,2,572272641,5000,0
369165092,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7418116,575938562,5,572272641,5000,0
369165349,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7418117,575938562,5,572272641,10000,0
369165606,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7418118,575938562,5,572272641,10000,0
369165863,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7418119,575938562,10,572272641,10000,0
369166120,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7418120,575938562,10,572272641,10000,0
369166377,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7418121,575938562,10,572272641,10000,0
369166634,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7418122,575938562,15,572272641,15000,0
369166865,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7737601,575938562,2,572272641,5000,0
369167122,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7737602,575938562,2,572272641,5000,0
369167379,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7737603,575938562,2,572272641,5000,0
369167636,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7737604,575938562,5,572272641,5000,0
