PrimaryKey,NameKey,DescKey,Icon,IconSymbol,Grade,Type,Level,AnimationType,Prefab,CorrectFOV,Range,MoveSpeed,AimTime,Accuracy,AttackType,DamageType,HitEffectGroup,ProjectileCount,AttackPowerStandard,ForceMin,ForceMax,WarheadSpeed,AttackDelay,ReloadTime,MagazineSize,EquipEffectGroup,EquipEffectSelectionCount,UpgradeMaterialKey,ReinforceMaterialKey,LimitbreakMaterialKey00,LimitbreakMaterialKey01,LimitbreakMaterialKey02,LimitbreakMaterialKey03,LimitbreakMaterialKey04,LimitbreakMaterialKey05,LimitbreakMaterialKey06,RecycleMaterialKey00,RecycleMaterialKey01,RecycleMaterialKey02,RecycleMaterialKey03,RecycleMaterialKey04,RecycleMaterialCount00,RecycleMaterialCount01,RecycleMaterialCount02,RecycleMaterialCount03,RecycleMaterialCount04
541151233,1879048605,1895825750,ICON_WEAPON_PISTOL_05_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_05_G04,-3,11500,0,0,130,0,1,0,1,89,1,5,40,150,4000,15,4421,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
538009601,1879048606,1895825751,ICON_WEAPON_PISTOL_06_G01,ICON_WEAPON_COMMON,1,1,1,1,ITEM_WEAPON_PISTOL_06_G01,-3,11500,0,0,130,0,1,0,1,56,1,5,40,205,4500,12,4374,1,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,25,3,1,0,0
539058177,1879048606,1895825751,ICON_WEAPON_PISTOL_06_G02,ICON_WEAPON_COMMON,2,1,1,1,ITEM_WEAPON_PISTOL_06_G02,-3,11500,0,0,130,0,1,0,1,67,1,5,40,205,4500,12,4390,2,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,100,6,1,0,0
540106753,1879048606,1895825751,ICON_WEAPON_PISTOL_06_G03,ICON_WEAPON_COMMON,3,1,1,1,ITEM_WEAPON_PISTOL_06_G03,-3,11500,0,0,130,0,1,0,1,90,1,5,40,205,4500,12,4406,3,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,500,10,1,0,0
541155329,1879048606,1895825751,ICON_WEAPON_PISTOL_06_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_06_G04,-3,11500,0,0,130,0,1,0,1,123,1,5,40,205,4500,12,4422,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
538013697,1879048607,1895825752,ICON_WEAPON_PISTOL_07_G01,ICON_WEAPON_COMMON,1,1,1,1,ITEM_WEAPON_PISTOL_07_G01,-3,10500,0,0,130,0,1,0,1,91,3,5,40,401,4000,7,4375,1,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,25,3,1,0,0
539062273,1879048607,1895825752,ICON_WEAPON_PISTOL_07_G02,ICON_WEAPON_COMMON,2,1,1,1,ITEM_WEAPON_PISTOL_07_G02,-3,10500,0,0,130,0,1,0,1,109,3,5,40,401,4000,7,4391,2,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,100,6,1,0,0
540110849,1879048607,1895825752,ICON_WEAPON_PISTOL_07_G03,ICON_WEAPON_COMMON,3,1,1,1,ITEM_WEAPON_PISTOL_07_G03,-3,10500,0,0,130,0,1,0,1,146,3,5,40,401,4000,7,4407,3,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,500,10,1,0,0
541159425,1879048607,1895825752,ICON_WEAPON_PISTOL_07_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_07_G04,-3,10500,0,0,130,0,1,0,1,201,3,5,40,401,4000,7,4423,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
538017793,1879048608,1895825753,ICON_WEAPON_PISTOL_08_G01,ICON_WEAPON_COMMON,1,1,1,1,ITEM_WEAPON_PISTOL_08_G01,-3,10500,0,0,150,0,1,0,1,64,1,5,40,200,5500,12,4376,1,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,25,3,1,0,0
539066369,1879048608,1895825753,ICON_WEAPON_PISTOL_08_G02,ICON_WEAPON_COMMON,2,1,1,1,ITEM_WEAPON_PISTOL_08_G02,-3,10500,0,0,150,0,1,0,1,77,1,5,40,200,5500,12,4392,2,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,100,6,1,0,0
540114945,1879048608,1895825753,ICON_WEAPON_PISTOL_08_G03,ICON_WEAPON_COMMON,3,1,1,1,ITEM_WEAPON_PISTOL_08_G03,-3,10500,0,0,150,0,1,0,1,102,1,5,40,200,5500,12,4408,3,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,500,10,1,0,0
541163521,1879048608,1895825753,ICON_WEAPON_PISTOL_08_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_08_G04,-3,10500,0,0,150,0,1,0,1,141,1,5,40,200,5500,12,4424,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
538021889,1879048609,1895825754,ICON_WEAPON_PISTOL_09_G01,ICON_WEAPON_COMMON,1,1,1,1,ITEM_WEAPON_PISTOL_09_G01,-3,11000,0,0,110,0,1,0,1,242,2,6,40,276,11000,5,4377,1,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,25,3,1,0,0
539070465,1879048609,1895825754,ICON_WEAPON_PISTOL_09_G02,ICON_WEAPON_COMMON,2,1,1,1,ITEM_WEAPON_PISTOL_09_G02,-3,11000,0,0,110,0,1,0,1,290,2,6,40,276,11000,5,4393,2,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,100,6,1,0,0
540119041,1879048609,1895825754,ICON_WEAPON_PISTOL_09_G03,ICON_WEAPON_COMMON,3,1,1,1,ITEM_WEAPON_PISTOL_09_G03,-3,11000,0,0,110,0,1,0,1,387,2,6,40,276,11000,5,4409,3,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,500,10,1,0,0
541167617,1879048609,1895825754,ICON_WEAPON_PISTOL_09_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_09_G04,-3,11000,0,0,110,0,1,0,1,532,2,6,40,276,11000,5,4425,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
538025985,1879048610,1895825755,ICON_WEAPON_PISTOL_10_G01,ICON_WEAPON_COMMON,1,1,1,1,ITEM_WEAPON_PISTOL_10_G01,-3,11000,0,0,130,0,1,0,1,173,3,5,45,413,11000,8,4378,1,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,25,3,1,0,0
539074561,1879048610,1895825755,ICON_WEAPON_PISTOL_10_G02,ICON_WEAPON_COMMON,2,1,1,1,ITEM_WEAPON_PISTOL_10_G02,-3,11000,0,0,130,0,1,0,1,208,3,5,45,413,11000,8,4394,2,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,100,6,1,0,0
540123137,1879048610,1895825755,ICON_WEAPON_PISTOL_10_G03,ICON_WEAPON_COMMON,3,1,1,1,ITEM_WEAPON_PISTOL_10_G03,-3,11000,0,0,130,0,1,0,1,277,3,5,45,413,11000,8,4410,3,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,500,10,1,0,0
541171713,1879048610,1895825755,ICON_WEAPON_PISTOL_10_G04,ICON_WEAPON_COMMON,4,1,1,1,ITEM_WEAPON_PISTOL_10_G04,-3,11000,0,0,130,0,1,0,1,382,3,5,45,413,11000,8,4426,4,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,1000,15,1,0,0
542224385,1879048235,1895825451,ICON_WEAPON_PISTOL_11_G05,ICON_WEAPON_COMMON,5,1,1,1,ITEM_WEAPON_PISTOL_11_G05,-3,11000,0,0,130,0,1,0,1,122,1,5,40,150,4000,15,4443,5,572329985,572284929,572133377,572133378,572133379,572133380,0,0,0,572272641,572329985,572198913,0,0,5000,25,1,0,0
538120193,1879048236,1895825452,ICON_WEAPON_AR_01_G01,ICON_WEAPON_COMMON,1,3,1,3,ITEM_WEAPON_AR_01_G01,0,15000,-1,0,110,0,1,0,1,176,8,12,70,450,7000,5,4881,1,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,25,3,1,0,0
539168769,1879048236,1895825452,ICON_WEAPON_AR_01_G02,ICON_WEAPON_COMMON,2,3,1,3,ITEM_WEAPON_AR_01_G02,0,15000,-1,0,110,0,1,0,1,211,8,12,70,450,7000,5,4897,2,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,100,6,1,0,0
540217345,1879048236,1895825452,ICON_WEAPON_AR_01_G03,ICON_WEAPON_COMMON,3,3,1,3,ITEM_WEAPON_AR_01_G03,0,15000,-1,0,110,0,1,0,1,281,8,12,70,450,7000,5,4913,3,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,500,10,1,0,0
541265921,1879048236,1895825452,ICON_WEAPON_AR_01_G04,ICON_WEAPON_COMMON,4,3,1,3,ITEM_WEAPON_AR_01_G04,0,15000,-1,0,110,0,1,0,1,387,8,12,70,450,7000,5,4929,4,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,1000,15,1,0,0
538124289,1879048236,1895825452,ICON_WEAPON_AR_02_G01,ICON_WEAPON_COMMON,1,3,1,3,ITEM_WEAPON_AR_02_G01,0,15000,-1,0,110,0,1,0,1,66,5,10,60,100,8500,15,4882,1,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,25,3,1,0,0
539172865,1879048236,1895825452,ICON_WEAPON_AR_02_G02,ICON_WEAPON_COMMON,2,3,1,3,ITEM_WEAPON_AR_02_G02,0,15000,-1,0,110,0,1,0,1,79,5,10,60,100,8500,15,4898,2,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,100,6,1,0,0
540221441,1879048236,1895825452,ICON_WEAPON_AR_02_G03,ICON_WEAPON_COMMON,3,3,1,3,ITEM_WEAPON_AR_02_G03,0,15000,-1,0,110,0,1,0,1,105,5,10,60,100,8500,15,4914,3,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,500,10,1,0,0
541270017,1879048236,1895825452,ICON_WEAPON_AR_02_G04,ICON_WEAPON_COMMON,4,3,1,3,ITEM_WEAPON_AR_02_G04,0,15000,-1,0,110,0,1,0,1,145,5,10,60,100,8500,15,4930,4,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,1000,15,1,0,0
538128385,1879048236,1895825452,ICON_WEAPON_AR_03_G01,ICON_WEAPON_COMMON,1,3,1,3,ITEM_WEAPON_AR_03_G01,0,15000,-1,0,110,0,1,0,1,50,5,10,60,80,6500,15,4883,1,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,25,3,1,0,0
539176961,1879048236,1895825452,ICON_WEAPON_AR_03_G02,ICON_WEAPON_COMMON,2,3,1,3,ITEM_WEAPON_AR_03_G02,0,15000,-1,0,110,0,1,0,1,60,5,10,60,80,6500,15,4899,2,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,100,6,1,0,0
540225537,1879048236,1895825452,ICON_WEAPON_AR_03_G03,ICON_WEAPON_COMMON,3,3,1,3,ITEM_WEAPON_AR_03_G03,0,15000,-1,0,110,0,1,0,1,81,5,10,60,80,6500,15,4915,3,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,500,10,1,0,0
541274113,1879048236,1895825452,ICON_WEAPON_AR_03_G04,ICON_WEAPON_COMMON,4,3,1,3,ITEM_WEAPON_AR_03_G04,0,15000,-1,0,110,0,1,0,1,111,5,10,60,80,6500,15,4931,4,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,1000,15,1,0,0
538132481,1879048236,1895825452,ICON_WEAPON_AR_04_G01,ICON_WEAPON_COMMON,1,3,1,3,ITEM_WEAPON_AR_04_G01,0,16000,-1,0,135,0,1,0,1,49,5,10,60,50,9000,20,4884,1,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,25,3,1,0,0
539181057,1879048236,1895825452,ICON_WEAPON_AR_04_G02,ICON_WEAPON_COMMON,2,3,1,3,ITEM_WEAPON_AR_04_G02,0,16000,-1,0,135,0,1,0,1,59,5,10,60,50,9000,20,4900,2,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,100,6,1,0,0
540229633,1879048236,1895825452,ICON_WEAPON_AR_04_G03,ICON_WEAPON_COMMON,3,3,1,3,ITEM_WEAPON_AR_04_G03,0,16000,-1,0,135,0,1,0,1,79,5,10,60,50,9000,20,4916,3,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,500,10,1,0,0
541278209,1879048236,1895825452,ICON_WEAPON_AR_04_G04,ICON_WEAPON_COMMON,4,3,1,3,ITEM_WEAPON_AR_04_G04,0,16000,-1,0,135,0,1,0,1,109,5,10,60,50,9000,20,4932,4,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,1000,15,1,0,0
538136577,1879048236,1895825452,ICON_WEAPON_AR_05_G01,ICON_WEAPON_COMMON,1,3,1,3,ITEM_WEAPON_AR_05_G01,0,14000,0,0,150,0,1,0,1,82,5,6,80,67,9200,12,4885,1,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,25,3,1,0,0
539185153,1879048236,1895825452,ICON_WEAPON_AR_05_G02,ICON_WEAPON_COMMON,2,3,1,3,ITEM_WEAPON_AR_05_G02,0,14000,0,0,150,0,1,0,1,99,5,6,80,67,9200,12,4901,2,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,100,6,1,0,0
540233729,1879048236,1895825452,ICON_WEAPON_AR_05_G03,ICON_WEAPON_COMMON,3,3,1,3,ITEM_WEAPON_AR_05_G03,0,14000,0,0,150,0,1,0,1,132,5,6,80,67,9200,12,4917,3,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,500,10,1,0,0
541282305,1879048236,1895825452,ICON_WEAPON_AR_05_G04,ICON_WEAPON_COMMON,4,3,1,3,ITEM_WEAPON_AR_05_G04,0,14000,0,0,150,0,1,0,1,182,5,6,80,67,9200,12,4933,4,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,1000,15,1,0,0
542334977,1879048236,1895825452,ICON_WEAPON_AR_06_G05,ICON_WEAPON_COMMON,5,3,1,3,ITEM_WEAPON_AR_06_G05,0,15000,-1,0,135,0,1,0,1,144,5,10,60,50,6500,15,4950,5,572338177,572284929,572141569,572141570,572141571,572141572,0,0,0,572272641,572338177,572198913,0,0,5000,25,1,0,0
538382337,1879048237,1895825453,ICON_WEAPON_GRENADE_01_G01,ICON_WEAPON_COMMON,1,7,1,8,ITEM_WEAPON_GRENADE_01_G01,2,16000,0,0,150,1,2,2101505,1,776,15,20,5,0,15000,1,5905,1,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,25,3,1,0,0
539430913,1879048237,1895825453,ICON_WEAPON_GRENADE_01_G02,ICON_WEAPON_COMMON,2,7,1,8,ITEM_WEAPON_GRENADE_01_G02,2,16000,0,0,150,1,2,2101505,1,932,15,20,5,0,15000,1,5921,2,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,100,6,1,0,0
540479489,1879048237,1895825453,ICON_WEAPON_GRENADE_01_G03,ICON_WEAPON_COMMON,3,7,1,8,ITEM_WEAPON_GRENADE_01_G03,2,16000,0,0,150,1,2,2101505,1,1242,15,20,5,0,15000,1,5937,3,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,500,10,1,0,0
541528065,1879048237,1895825453,ICON_WEAPON_GRENADE_01_G04,ICON_WEAPON_COMMON,4,7,1,8,ITEM_WEAPON_GRENADE_01_G04,2,16000,0,0,150,1,2,2101505,1,1708,15,20,5,0,15000,1,5953,4,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,1000,15,1,0,0
538386433,1879048611,1895825756,ICON_WEAPON_GRENADE_02_G01,ICON_WEAPON_COMMON,1,7,1,8,ITEM_WEAPON_GRENADE_02_G01,1,15000,0,0,150,1,2,2101505,1,801,15,20,5,0,15500,1,5906,1,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,25,3,1,0,0
539435009,1879048611,1895825756,ICON_WEAPON_GRENADE_02_G02,ICON_WEAPON_COMMON,2,7,1,8,ITEM_WEAPON_GRENADE_02_G02,1,15000,0,0,150,1,2,2101505,1,962,15,20,5,0,15500,1,5922,2,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,100,6,1,0,0
540483585,1879048611,1895825756,ICON_WEAPON_GRENADE_02_G03,ICON_WEAPON_COMMON,3,7,1,8,ITEM_WEAPON_GRENADE_02_G03,1,15000,0,0,150,1,2,2101505,1,1282,15,20,5,0,15500,1,5938,3,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,500,10,1,0,0
541532161,1879048611,1895825756,ICON_WEAPON_GRENADE_02_G04,ICON_WEAPON_COMMON,4,7,1,8,ITEM_WEAPON_GRENADE_02_G04,1,15000,0,0,150,1,2,2101505,1,1763,15,20,5,0,15500,1,5954,4,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,1000,15,1,0,0
538390529,1879048612,1895825757,ICON_WEAPON_GRENADE_03_G01,ICON_WEAPON_COMMON,1,7,1,8,ITEM_WEAPON_GRENADE_03_G01,3,17000,0,0,150,1,2,2101505,1,851,15,20,5,0,16500,1,5907,1,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,25,3,1,0,0
539439105,1879048612,1895825757,ICON_WEAPON_GRENADE_03_G02,ICON_WEAPON_COMMON,2,7,1,8,ITEM_WEAPON_GRENADE_03_G02,3,17000,0,0,150,1,2,2101505,1,1022,15,20,5,0,16500,1,5923,2,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,100,6,1,0,0
540487681,1879048612,1895825757,ICON_WEAPON_GRENADE_03_G03,ICON_WEAPON_COMMON,3,7,1,8,ITEM_WEAPON_GRENADE_03_G03,3,17000,0,0,150,1,2,2101505,1,1362,15,20,5,0,16500,1,5939,3,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,500,10,1,0,0
541536257,1879048612,1895825757,ICON_WEAPON_GRENADE_03_G04,ICON_WEAPON_COMMON,4,7,1,8,ITEM_WEAPON_GRENADE_03_G04,3,17000,0,0,150,1,2,2101505,1,1873,15,20,5,0,16500,1,5955,4,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,1000,15,1,0,0
538394625,1879048613,1895825758,ICON_WEAPON_GRENADE_04_G01,ICON_WEAPON_COMMON,1,7,1,8,ITEM_WEAPON_GRENADE_04_G01,3,18000,0,0,150,1,2,2101505,1,826,15,20,5,0,16000,1,5908,1,572354561,572284929,572157953,572157954,572157955,572157956,0,0,0,572272641,572354561,572198913,0,0,25,3,1,0,0
