PrimaryKey,Korea,English,Japanese,Chinese,German,Spanish,Portuguese,French,Italian,Dutch,Russian,Hungarian,Greek,Turkish,Vietnamese,Malay,Indonesian
1879048259,아바타6,Avatar 6,アバター6,阿凡达6,Avatar 6,Avatar 6,Avatar 6,Avatar 6,Avatar 6,Avatar 6,Аватар 6,Avatar 6,Avatar 6,Avatar 6,Avatar 6,Avatar 6,Avatar 6
1879048260,아바타7,Avatar 7,アバター7,阿凡达7,Avatar 7,Avatar 7,Avatar 7,Avatar 7,Avatar 7,Avatar 7,Аватар 7,Avatar 7,Avatar 7,Avatar 7,Avatar 7,Avatar 7,Avatar 7
1879048261,아바타8,Avatar 8,アバター8,阿凡达8,Avatar 8,Avatar 8,Avatar 8,Avatar 8,Avatar 8,Avatar 8,Аватар 8,8. avatár,Avatar 8,Avatar 8,Avatar 8,Avatar 8,Avatar 8
1879048262,입문자 상자,Beginner Chest,初心者の胸,初学者的胸部,Anfängerstruhe,Cofre,Peito para iniciantes,Coffre débutant,Petto principiante,Beginnerskist,Новичок в сундуке,Kezdő mellkas,Αρχάριος,Yeni başlayan sandık,Ngực mới bắt đầu,Dada pemula,Peti pemula
1879048263,나무 상자,Wooden Chest,木製チェスト,木箱,Hölzerne Truhe,Cofre de madera,Baú de madeira,Coffre en bois,Scrigno di legno,Houten kist,Деревянный сундук,Fa láda,Ξύλινο σεντούκι,Tahta sandık,Ngực gỗ,Dada kayu,Peti kayu
1879048264,일반 상자,Normal Chest,通常の胸,正常的胸部,Normale Brust,Cofre normal,Peito normal,Coffre normal,Petto normale,Normale borst,Нормальная грудь,Normál mellkas,Κανονικό στήθος,Normal göğüs,Ngực bình thường,Dada biasa,Dada normal
1879048265,고급 상자,Great Chest,素晴らしい胸,很棒的胸部,Tolle Brust,Gran cofre,Ótimo peito,Grande poitrine,Ottimo petto,Geweldige borst,Отличная грудь,Nagy mellkas,Υπέροχο στήθος,Büyük Göğüs,Ngực tuyệt vời,Dada yang hebat,Dada yang bagus
1879048266,희귀 상자,Rare Chest,珍しい胸,罕见的胸部,Seltene Brust,Cofre,Peito raro,Coffre rare,Petto raro,Zeldzame borst,Редкая сундук,Ritka mellkas,Σπάνιο στήθος,Nadir Göğüs,Ngực hiếm,Dada yang jarang berlaku,Dada langka
1879048267,무기 상자,Weapon Chest,武器の胸,武器箱,Waffenkiste,Cofre de arma,Baú da arma,Coffre d'arme,Cassa di armi,Wapenkist,Оружие сундук,Fegyveres láda,Όπλο,Silah sandığı,Vũ khí rương,Dada senjata,Dada senjata
1879048268,자원 상자,Resource Chest,リソースチェスト,资源箱,Ressourcenkiste,Cofre de recursos,Baú de recursos,Coffre de ressources,Torace delle risorse,Resource Chest,Ресурсный сундук,Erőforrás -láda,Πόρους,Kaynak sandığı,Nguồn lực tài nguyên,Dada sumber,Dada sumber daya
1879048269,파츠 상자,Part Chest,胸部,零件胸部,Teil Truhe,Parte del cofre,Peito de parte,Part de poitrine,Parte torace,Deeltkist,Часть сундука,Részlemez,Μέρος του στήθους,Parça sandığı,Một phần ngực,Bahagian dada,Sebagian peti
1879048270,탐험 상자,Adventure Chest,アドベンチャーチェスト,冒险箱,Abenteuerstruhe,Cofre de aventura,Baú de aventura,Coffre d'aventure,Cassa di avventura,Avontuurlijke kist,Приключенческий сундук,Kalandláda,Περιπέτεια,Macera sandığı,Ngực phiêu lưu,Dada pengembaraan,Petualangan petualangan
1879048271,기관단총 부품,Submachines Scrap,サブマシンスクラップ,冲锋队废料,Schrott,Chatarra,Substrinhas sucata,Scraps de mitraillettes,Strappatori,Submachines schroot,Подводные лома,Géppapírhulladék,Θραύσματα,Altbaşı hurdası,Submachines phế liệu,Sekerap submachines,SCRAP SHEMA
1879048272,머리 부품,Head Scrap,ヘッドスクラップ,头巾,Kopfschrott,Chatarra,Sucata de cabeça,Ferraille,Scarto della testa,Hoofdschroot,Головной лом,Fejhulladék,Αρπακτικό,Kafa hurdası,Đầu phế liệu,Skrap kepala,Bekas kepala
1879048273,상의 부품,Upper Scrap,上部スクラップ,上废品,Oberschrott,Chatarra superior,Sucata superior,Ferraille supérieure,Scarto superiore,Bovenste schroot,Верхний лом,Felső hulladék,Άνω τεμάχιο,Üst hurda,Phế liệu trên,Sekerap atas,Memo atas
1879048274,장갑 부품,Gloves Scrap,グローブスクラップ,手套废料,Handschuhe Schrott,Chatarra de guantes,Luvas sucata,Gants,Guanti di scarto,Handschoenen schroot,Перчатки,Kesztyűhulladék,Θραύσματα γάντια,Eldiven hurdası,Găng tay phế liệu,Sloves Scrap,Sarung tangan memo
1879048275,하의 부품,Lower Scrap,低スクラップ,较低的废料,Niedrigerer Schrott,Chatarra más baja,Sucata inferior,Baisse de la ferraille,Scarto inferiore,Lagere schroot,Нижний лом,Alsó hulladék,Χαμηλότερα απορρίμματα,Alt hurda,Phế liệu thấp hơn,Sekerap bawah,Memo lebih rendah
1879048276,무기 토큰,Weapon Tokens,武器トークン,武器令牌,Waffenmarke,Tokens de arma,Tokens de arma,Jetons d'armes,Token d'arma,Wapentokens,Жетоны оружия,Fegyveres tokenek,Μορφή όπλων,Silah jetonları,Mã thông báo vũ khí,Token Senjata,Token Senjata
1879048277,희귀 무기 토큰,Rare Weapon Tokens,珍しい武器トークン,稀有武器令牌,Seltene Waffen -Token,Tokens de arma raras,Tokens de armas raras,Jetons d'armes rares,Token di armi rare,Zeldzame wapentokens,Редкие жетоны оружия,Ritka fegyver tokenek,Σπάνια μάρκες όπλων,Nadir silah jetonları,Mã thông báo vũ khí hiếm,Token senjata yang jarang berlaku,Token senjata langka
1879048278,재료 토큰,Resource Tokens,リソーストークン,资源令牌,Ressourcen -Token,Tokens de recursos,Tokens de recursos,Jetons de ressources,Token di risorse,Resource tokens,Токены ресурсов,Erőforrás -tokenek,Μάρκες πόρων,Kaynak jetonları,Mã thông báo tài nguyên,Token sumber,Token Sumber Daya
1879048279,장비 부스터,Equipment booster,機器ブースター,设备助推器,Ausrüstungsscheibe,Refuerzo de equipos,Booster de equipamento,Booster de l'équipement,Booster dell'attrezzatura,Apparatuurbooster,Усиление оборудования,Berendezés -erősítő,Ενισχυτής εξοπλισμού,Ekipman,Thiết bị tăng cường,Booster peralatan,Booster Peralatan
1879048280,무기 칩,Weapon chip,武器チップ,武器芯片,Waffenchip,Chip de arma,Chip de arma,Copeau d'arme,Chip di armi,Wapenschip,Оружие чип,Fegyvermeg,Όπλο,Silah çipi,Chip vũ khí,Chip Senjata,Chip senjata
1879048281,캐릭터 카드,Character card,キャラクターカード,角色卡,Charakterkarte,Carta de carácter,Cartão de personagem,Carte de personnage,Carta del personaggio,Karakterkaart,Карта персонажа,Karakterkártya,Καρτέλα χαρακτήρα,Karakter kartı,Thẻ nhân vật,Kad watak,Kartu Karakter
1879048282,고급 캐릭터 카드,Advanced character card,高度なキャラクターカード,高级字符卡,Erweiterte Charakterkarte,Tarjeta de personaje avanzada,Cartão de personagem avançado,Carte de personnage avancée,Scheda di personaggi avanzati,Geavanceerde karakterkaart,Усовершенствованная карта персонажа,Haladó karakterkártya,Προχωρημένη κάρτα χαρακτήρων,Gelişmiş Karakter Kartı,Thẻ nhân vật nâng cao,Kad watak lanjutan,Kartu Karakter Lanjutan
1879048283,우수 캐릭터 카드,Excellent character card,優れたキャラクターカード,出色的角色卡,Ausgezeichnete Charakterkarte,Excelente carta de personaje,Excelente cartão de personagem,Excellente carte de personnage,Eccellente carta del personaggio,Uitstekende karakterkaart,Отличная карта персонажа,Kiváló karakterkártya,Εξαιρετική κάρτα χαρακτήρων,Mükemmel Karakter Kartı,Thẻ nhân vật xuất sắc,Kad watak yang sangat baik,Kartu karakter yang sangat baik
1879048284,희귀 캐릭터 카드,Rare character card,珍しい文字カード,稀有角色卡,Seltene Charakterkarte,Tarjeta de carácter rara,Cartão de personagem raro,Carte de caractère rare,Carta di personaggio rara,Zeldzame karakterkaart,Редкая карта персонажа,Ritka karakterkártya,Σπάνια κάρτα χαρακτήρων,Nadir karakter kartı,Thẻ nhân vật hiếm,Kad watak yang jarang berlaku,Kartu karakter langka
1879048285,튜토리얼,Tutorial,チュートリアル,教程,Lernprogramm,Tutorial,Tutorial,Didacticiel,Tutorial,Zelfstudie,Руководство,Oktatóanyag,Φροντιστήριο,Öğretici,Hướng dẫn,Tutorial,Tutorial
1879048286,챕터 1 - 1,Chapter 1 - 1,第1章-1,第1-1章,Kapitel 11,Capítulo 11,Capítulo 1 - 1,Chapitre 1 - 1,Capitolo 1 - 1,Hoofdstuk 1 - 1,Глава 1 - 1,1. fejezet - 1,Κεφάλαιο 1 - 1,Bölüm 11,Chương 11,Bab 1 - 1,Bab 1 - 1
1879048287,챕터 1 - 2,Chapter 1 - 2,第1章-2,第1-2章,Kapitel 1 - 2,Capítulo 1 - 2,Capítulo 1 - 2,Chapitre 1 - 2,Capitolo 1 - 2,Hoofdstuk 1 - 2,Глава 1 - 2,1. fejezet - 2,Κεφάλαιο 1 - 2,Bölüm 1 - 2,Chương 1 - 2,Bab 1 - 2,Bab 1 - 2
1879048288,챕터 1 - 3,Chapter 1 - 3,第1章 -  3,第1-3章,Kapitel 1 - 3,Capítulo 1 - 3,Capítulo 1 - 3,Chapitre 1 - 3,Capitolo 1 - 3,Hoofdstuk 1 - 3,Глава 1 - 3,1. fejezet - 3,Κεφάλαιο 1 - 3,Bölüm 1 - 3,Chương 1 - 3,Bab 1 - 3,Bab 1 - 3
1879048289,챕터 1 - 4,Chapter 1 - 4,第1章 -  4,第1-4章,Kapitel 1 - 4,Capítulo 1 - 4,Capítulo 1 - 4,Chapitre 1 - 4,Capitolo 1 - 4,Hoofdstuk 1 - 4,Глава 1 - 4,1. fejezet - 4,Κεφάλαιο 1 - 4,Bölüm 1 - 4,Chương 1 - 4,Bab 1 - 4,Bab 1 - 4
1879048290,챕터 1 - 5,Chapter 1 - 5,第1章 -  5,第1-5章,Kapitel 1 - 5,Capítulo 1 - 5,Capítulo 1 - 5,Chapitre 1 - 5,Capitolo 1 - 5,Hoofdstuk 1 - 5,Глава 1 - 5,1. fejezet - 5,Κεφάλαιο 1 - 5,Bölüm 1 - 5,Chương 1 - 5,Bab 1 - 5,Bab 1 - 5
1879048291,챕터 1 - 6,Chapter 1 - 6,第1章 -  6,第1-6章,Kapitel 1 - 6,Capítulo 1 - 6,Capítulo 1 - 6,Chapitre 1 - 6,Capitolo 1 - 6,Hoofdstuk 1 - 6,Глава 1 - 6,1. fejezet - 6,Κεφάλαιο 1 - 6,Bölüm 1 - 6,Chương 1 - 6,Bab 1 - 6,Bab 1 - 6
1879048292,챕터 1 - 7,Chapter 1 - 7,第1章 -  7,第1-7章,Kapitel 1 - 7,Capítulo 1 - 7,Capítulo 1 - 7,Chapitre 1 - 7,Capitolo 1 - 7,Hoofdstuk 1 - 7,Глава 1 - 7,1. fejezet - 7,Κεφάλαιο 1 - 7,Bölüm 1 - 7,Chương 1 - 7,Bab 1 - 7,Bab 1 - 7
1879048293,챕터 1 - 8,Chapter 1 - 8,第1章 -  8,第1-8章,Kapitel 1 - 8,Capítulo 1 - 8,Capítulo 1 - 8,Chapitre 1 - 8,Capitolo 1 - 8,Hoofdstuk 1 - 8,Глава 1 - 8,1. fejezet - 8,Κεφάλαιο 1 - 8,Bölüm 1 - 8,Chương 1 - 8,Bab 1 - 8,Bab 1 - 8
1879048294,챕터 2 - 1,Chapter 2 - 1,第2章-1,第2-1章,Kapitel 2 - 1,Capítulo 2 - 1,Capítulo 2 - 1,Chapitre 2 - 1,Capitolo 2 - 1,Hoofdstuk 2 - 1,Глава 2 - 1,2. fejezet - 1,Κεφάλαιο 2 - 1,Bölüm 2 - 1,Chương 2 - 1,Bab 2 - 1,Bab 2 - 1
1879048295,챕터 2 - 2,Chapter 2 - 2,第2章 -  2,第2-2章,Kapitel 2 - 2,Capítulo 2 - 2,Capítulo 2 - 2,Chapitre 2 - 2,Capitolo 2 - 2,Hoofdstuk 2 - 2,Глава 2 - 2,2. fejezet - 2,Κεφάλαιο 2 - 2,Bölüm 2 - 2,Chương 2 - 2,Bab 2 - 2,Bab 2 - 2
1879048296,챕터 2 - 3,Chapter 2 - 3,第2章 -  3,第2-3章,Kapitel 2 - 3,Capítulo 2 - 3,Capítulo 2 - 3,Chapitre 2 - 3,Capitolo 2 - 3,Hoofdstuk 2 - 3,Глава 2 - 3,2. fejezet - 3,Κεφάλαιο 2 - 3,Bölüm 2 - 3,Chương 2 - 3,Bab 2 - 3,Bab 2 - 3
1879048297,챕터 2 - 4,Chapter 2 - 4,第2章 -  4,第2-4章,Kapitel 2 - 4,Capítulo 2 - 4,Capítulo 2 - 4,Chapitre 2 - 4,Capitolo 2 - 4,Hoofdstuk 2 - 4,Глава 2 - 4,2. fejezet - 4,Κεφάλαιο 2 - 4,Bölüm 2 - 4,Chương 2 - 4,Bab 2 - 4,Bab 2 - 4
1879048298,챕터 2 - 5,Chapter 2 - 5,第2章 -  5,第2-5章,Kapitel 2 - 5,Capítulo 2 - 5,Capítulo 2 - 5,Chapitre 2 - 5,Capitolo 2 - 5,Hoofdstuk 2 - 5,Глава 2 - 5,2. fejezet - 5,Κεφάλαιο 2 - 5,Bölüm 2 - 5,Chương 2 - 5,Bab 2 - 5,Bab 2 - 5
1879048299,챕터 2 - 6,Chapter 2 - 6,第2章 -  6,第2-6章,Kapitel 2 - 6,Capítulo 2 - 6,Capítulo 2 - 6,Chapitre 2 - 6,Capitolo 2 - 6,Hoofdstuk 2 - 6,Глава 2 - 6,2. fejezet - 6,Κεφάλαιο 2 - 6,Bölüm 2 - 6,Chương 2 - 6,Bab 2 - 6,Bab 2 - 6
1879048300,챕터 2 - 7,Chapter 2 - 7,第2章 -  7,第2-7章,Kapitel 2 - 7,Capítulo 2 - 7,Capítulo 2 - 7,Chapitre 2 - 7,Capitolo 2 - 7,Hoofdstuk 2 - 7,Глава 2 - 7,2. fejezet - 7,Κεφάλαιο 2 - 7,Bölüm 2 - 7,Chương 2 - 7,Bab 2 - 7,Bab 2 - 7
1879048301,챕터 2 - 8,Chapter 2 - 8,第2章 -  8,第2-8章,Kapitel 2 - 8,Capítulo 2 - 8,Capítulo 2 - 8,Chapitre 2 - 8,Capitolo 2 - 8,Hoofdstuk 2 - 8,Глава 2 - 8,2. fejezet - 8,Κεφάλαιο 2 - 8,Bölüm 2 - 8,Chương 2 - 8,Bab 2 - 8,Bab 2 - 8
1879048302,챕터 3 - 1,Chapter 3 - 1,第3章-1,第3-1章,Kapitel 3 - 1,Capítulo 3 - 1,Capítulo 3 - 1,Chapitre 3 - 1,Capitolo 3 - 1,Hoofdstuk 3 - 1,Глава 3 - 1,3. fejezet - 1,Κεφάλαιο 3 - 1,Bölüm 3 - 1,Chương 3 - 1,Bab 3 - 1,Bab 3 - 1
1879048303,챕터 3 - 2,Chapter 3 - 2,第3章 -  2,第3-2章,Kapitel 3 - 2,Capítulo 3 - 2,Capítulo 3 - 2,Chapitre 3 - 2,Capitolo 3 - 2,Hoofdstuk 3 - 2,Глава 3 - 2,3. fejezet - 2,Κεφάλαιο 3 - 2,Bölüm 3 - 2,Chương 3 - 2,Bab 3 - 2,Bab 3 - 2
1879048304,챕터 3 - 3,Chapter 3 - 3,第3章 -  3,第3-3章,Kapitel 3 - 3,Capítulo 3 - 3,Capítulo 3 - 3,Chapitre 3 - 3,Capitolo 3 - 3,Hoofdstuk 3 - 3,Глава 3 - 3,3. fejezet - 3,Κεφάλαιο 3 - 3,Bölüm 3 - 3,Chương 3 - 3,Bab 3 - 3,Bab 3 - 3
1879048305,챕터 3 - 4,Chapter 3 - 4,第3章 -  4,第3-4章,Kapitel 3 - 4,Capítulo 3 - 4,Capítulo 3 - 4,Chapitre 3 - 4,Capitolo 3 - 4,Hoofdstuk 3 - 4,Глава 3 - 4,3. fejezet - 4,Κεφάλαιο 3 - 4,Bölüm 3 - 4,Chương 3 - 4,Bab 3 - 4,Bab 3 - 4
1879048306,챕터 3 - 5,Chapter 3 - 5,第3章 -  5,第3-5章,Kapitel 3 - 5,Capítulo 3 - 5,Capítulo 3 - 5,Chapitre 3 - 5,Capitolo 3 - 5,Hoofdstuk 3 - 5,Глава 3 - 5,3. fejezet - 5,Κεφάλαιο 3 - 5,Bölüm 3 - 5,Chương 3 - 5,Bab 3 - 5,Bab 3 - 5
1879048307,챕터 3 - 6,Chapter 3 - 6,第3章 -  6,第3-6章,Kapitel 3 - 6,Capítulo 3 - 6,Capítulo 3 - 6,Chapitre 3 - 6,Capitolo 3 - 6,Hoofdstuk 3 - 6,Глава 3 - 6,3. fejezet - 6,Κεφάλαιο 3 - 6,Bölüm 3 - 6,Chương 3 - 6,Bab 3 - 6,Bab 3 - 6
1879048308,챕터 3 - 7,Chapter 3 - 7,第3章 -  7,第3-7章,Kapitel 3 - 7,Capítulo 3 - 7,Capítulo 3 - 7,Chapitre 3 - 7,Capitolo 3 - 7,Hoofdstuk 3 - 7,Глава 3 - 7,3. fejezet - 7,Κεφάλαιο 3 - 7,Bölüm 3 - 7,Chương 3 - 7,Bab 3 - 7,Bab 3 - 7
1879048309,챕터 3 - 8,Chapter 3 - 8,第3章 -  8,第3-8章,Kapitel 3 - 8,Capítulo 3 - 8,Capítulo 3 - 8,Chapitre 3 - 8,Capitolo 3 - 8,Hoofdstuk 3 - 8,Глава 3 - 8,3. fejezet - 8,Κεφάλαιο 3 - 8,Bölüm 3 - 8,Chương 3 - 8,Bab 3 - 8,Bab 3 - 8
1879048310,챕터 4 - 1,Chapter 4 - 1,第4章-1,第4-1章,Kapitel 4 - 1,Capítulo 4 - 1,Capítulo 4 - 1,Chapitre 4 - 1,Capitolo 4 - 1,Hoofdstuk 4 - 1,Глава 4 - 1,4. fejezet - 1,Κεφάλαιο 4 - 1,Bölüm 4 - 1,Chương 4 - 1,Bab 4 - 1,Bab 4 - 1
