PrimaryKey,Group,SelectionCount,SelectionType,SelectionFactor,RewardListGroup,ItemKey,Icon,MinCount,MaxCount
1610612831,3342657,8,0,15,4353,0,0,0,0
1610612832,3342657,8,0,15,4609,0,0,0,0
1610612833,3342657,8,0,15,4865,0,0,0,0
1610612834,3342657,8,0,15,50336515,0,0,0,0
1610612835,3342657,8,0,15,50336259,0,0,0,0
1610612836,3342657,8,0,15,2701136897,0,0,0,0
1610612837,3342657,8,0,15,2717913355,0,0,0,0
1610612838,3342657,8,0,0,2432700676,0,0,0,0
1610612839,3342657,8,0,0,2432700675,0,0,0,0
1610612840,3342657,8,0,30,16859407,0,0,0,0
1610612841,3211665,2,0,100,4353,0,0,0,0
1610612842,3211665,2,0,100,4609,0,0,0,0
1610612843,3211665,2,0,10,4354,0,0,0,0
1610612844,3211665,2,0,4,2701136897,0,0,0,0
1610612845,3211665,2,0,50,2701136139,0,0,0,0
1610612846,3211665,2,0,0,2432700676,0,0,0,0
1610612847,3211665,2,0,0,2432700675,0,0,0,0
1610612848,3211665,2,0,50,16879887,0,0,0,0
1610612849,3277201,3,0,50,4353,0,0,0,0
1610612850,3277201,3,0,50,4609,0,0,0,0
1610612851,3277201,3,0,5,4354,0,0,0,0
1610612852,3277201,3,0,2,50336259,0,0,0,0
1610612853,3277201,3,0,20,2701136139,0,0,0,0
1610612854,3277201,3,0,0,2432700676,0,0,0,0
1610612855,3277201,3,0,0,2432700675,0,0,0,0
1610612856,3277201,3,0,20,16879887,0,0,0,0
1610612857,3342737,8,0,15,4353,0,0,0,0
1610612858,3342737,8,0,15,4609,0,0,0,0
1610612859,3342737,8,0,15,4865,0,0,0,0
1610612860,3342737,8,0,15,50336515,0,0,0,0
1610612861,3342737,8,0,15,50336259,0,0,0,0
1610612862,3342737,8,0,15,2701136897,0,0,0,0
1610612863,3342737,8,0,15,2717913355,0,0,0,0
1610612864,3342737,8,0,0,2432700676,0,0,0,0
1610612865,3342737,8,0,0,2432700675,0,0,0,0
1610612866,3342737,8,0,30,16879887,0,0,0,0
1610612867,3211745,2,0,100,4353,0,0,0,0
1610612868,3211745,2,0,100,4609,0,0,0,0
1610612869,3211745,2,0,10,4354,0,0,0,0
1610612870,3211745,2,0,4,2701137153,0,0,0,0
1610612871,3211745,2,0,50,2701136140,0,0,0,0
1610612872,3211745,2,0,0,2432700676,0,0,0,0
1610612873,3211745,2,0,0,2432700675,0,0,0,0
1610612874,3211745,2,0,50,16900367,0,0,0,0
1610612875,3277281,3,0,50,4353,0,0,0,0
1610612876,3277281,3,0,50,4609,0,0,0,0
1610612877,3277281,3,0,5,4354,0,0,0,0
1610612878,3277281,3,0,2,67113476,0,0,0,0
1610612879,3277281,3,0,20,2701136140,0,0,0,0
1610612880,3277281,3,0,0,2432700676,0,0,0,0
1610612881,3277281,3,0,0,2432700675,0,0,0,0
1610612882,3277281,3,0,20,16900367,0,0,0,0
1610612883,3342817,8,0,15,4353,0,0,0,0
1610612884,3342817,8,0,15,4609,0,0,0,0
1610612885,3342817,8,0,15,4865,0,0,0,0
1610612886,3342817,8,0,15,67113732,0,0,0,0
1610612887,3342817,8,0,15,67113476,0,0,0,0
1610612888,3342817,8,0,15,2701137153,0,0,0,0
1610612889,3342817,8,0,15,2717913356,0,0,0,0
1610612890,3342817,8,0,0,2432700676,0,0,0,0
1610612891,3342817,8,0,0,2432700675,0,0,0,0
1610612892,3342817,8,0,30,16900367,0,0,0,0
1610612893,3211825,2,0,100,4353,0,0,0,0
1610612894,3211825,2,0,100,4609,0,0,0,0
1610612895,3211825,2,0,10,4354,0,0,0,0
1610612896,3211825,2,0,4,2701137153,0,0,0,0
1610612897,3211825,2,0,50,2701136140,0,0,0,0
1610612898,3211825,2,0,0,2432700676,0,0,0,0
1610612899,3211825,2,0,0,2432700675,0,0,0,0
1610612900,3211825,2,0,50,16920847,0,0,0,0
1610612901,3277361,3,0,50,4353,0,0,0,0
1610612902,3277361,3,0,50,4609,0,0,0,0
1610612903,3277361,3,0,5,4354,0,0,0,0
1610612904,3277361,3,0,2,67113476,0,0,0,0
1610612905,3277361,3,0,20,2701136140,0,0,0,0
1610612906,3277361,3,0,0,2432700676,0,0,0,0
1610612907,3277361,3,0,0,2432700675,0,0,0,0
1610612908,3277361,3,0,20,16920847,0,0,0,0
1610612909,3342897,8,0,15,4353,0,0,0,0
1610612910,3342897,8,0,15,4609,0,0,0,0
1610612911,3342897,8,0,15,4865,0,0,0,0
1610612912,3342897,8,0,15,67113732,0,0,0,0
1610612913,3342897,8,0,15,67113476,0,0,0,0
1610612914,3342897,8,0,15,2701137153,0,0,0,0
1610612915,3342897,8,0,15,2717913356,0,0,0,0
1610612916,3342897,8,0,0,2432700676,0,0,0,0
1610612917,3342897,8,0,0,2432700675,0,0,0,0
1610612918,3342897,8,0,30,16920847,0,0,0,0
1610612919,3211905,2,0,100,4353,0,0,0,0
1610612920,3211905,2,0,100,4609,0,0,0,0
1610612921,3211905,2,0,10,4354,0,0,0,0
1610612922,3211905,2,0,4,2701137153,0,0,0,0
1610612923,3211905,2,0,50,2701136140,0,0,0,0
1610612924,3211905,2,0,0,2432700676,0,0,0,0
1610612925,3211905,2,0,0,2432700675,0,0,0,0
1610612926,3211905,2,0,50,16941327,0,0,0,0
1610612927,3277441,3,0,50,4353,0,0,0,0
1610612928,3277441,3,0,50,4609,0,0,0,0
1610612929,3277441,3,0,5,4354,0,0,0,0
1610612930,3277441,3,0,2,67113476,0,0,0,0
1610612931,3277441,3,0,20,2701136140,0,0,0,0
1610612932,3277441,3,0,0,2432700676,0,0,0,0
1610612933,3277441,3,0,0,2432700675,0,0,0,0
1610612934,3277441,3,0,20,16941327,0,0,0,0
1610612935,3342977,8,0,15,4353,0,0,0,0
1610612936,3342977,8,0,15,4609,0,0,0,0
1610612937,3342977,8,0,15,4865,0,0,0,0
1610612938,3342977,8,0,15,67113732,0,0,0,0
1610612939,3342977,8,0,15,67113476,0,0,0,0
1610612940,3342977,8,0,15,2701137153,0,0,0,0
1610612941,3342977,8,0,15,2717913356,0,0,0,0
1610612942,3342977,8,0,0,2432700676,0,0,0,0
1610612943,3342977,8,0,0,2432700675,0,0,0,0
1610612944,3342977,8,0,30,16941327,0,0,0,0
1610612945,3211985,2,0,100,4353,0,0,0,0
1610612946,3211985,2,0,100,4609,0,0,0,0
1610612947,3211985,2,0,10,4354,0,0,0,0
1610612948,3211985,2,0,4,16781569,0,0,0,0
1610612949,3211985,2,0,50,2701136131,0,0,0,0
1610612950,3211985,2,0,1,2432700676,0,0,0,0
1610612951,3211985,2,0,1,2432700675,0,0,0,0
1610612952,3211985,2,0,50,16961807,0,0,0,0
1610612953,3277521,3,0,50,4353,0,0,0,0
1610612954,3277521,3,0,50,4609,0,0,0,0
1610612955,3277521,3,0,5,4354,0,0,0,0
1610612956,3277521,3,0,2,16781825,0,0,0,0
1610612957,3277521,3,0,20,2701136131,0,0,0,0
1610612958,3277521,3,0,1,2432700676,0,0,0,0
1610612959,3277521,3,0,1,2432700675,0,0,0,0
1610612960,3277521,3,0,20,16961807,0,0,0,0
1610612961,3343057,8,0,15,4353,0,0,0,0
1610612962,3343057,8,0,15,4609,0,0,0,0
1610612963,3343057,8,0,15,4865,0,0,0,0
1610612964,3343057,8,0,15,16782081,0,0,0,0
1610612965,3343057,8,0,15,16781825,0,0,0,0
1610612966,3343057,8,0,15,16781569,0,0,0,0
1610612967,3343057,8,0,15,2701136134,0,0,0,0
1610612968,3343057,8,0,1,2432700676,0,0,0,0
1610612969,3343057,8,0,1,2432700675,0,0,0,0
1610612970,3343057,8,0,30,16961807,0,0,0,0
1610612971,3212065,2,0,100,4353,0,0,0,0
1610612972,3212065,2,0,100,4609,0,0,0,0
1610612973,3212065,2,0,10,4354,0,0,0,0
1610612974,3212065,2,0,4,16781569,0,0,0,0
1610612975,3212065,2,0,50,2701136131,0,0,0,0
1610612976,3212065,2,0,1,2432700676,0,0,0,0
1610612977,3212065,2,0,1,2432700675,0,0,0,0
1610612978,3212065,2,0,50,16982287,0,0,0,0
1610612979,3277601,3,0,50,4353,0,0,0,0
1610612980,3277601,3,0,50,4609,0,0,0,0
1610612981,3277601,3,0,5,4354,0,0,0,0
1610612982,3277601,3,0,2,16781825,0,0,0,0
1610612983,3277601,3,0,20,2701136131,0,0,0,0
1610612984,3277601,3,0,1,2432700676,0,0,0,0
1610612985,3277601,3,0,1,2432700675,0,0,0,0
1610612986,3277601,3,0,20,16982287,0,0,0,0
1610612987,3343137,8,0,15,4353,0,0,0,0
1610612988,3343137,8,0,15,4609,0,0,0,0
1610612989,3343137,8,0,15,4865,0,0,0,0
1610612990,3343137,8,0,15,16782081,0,0,0,0
1610612991,3343137,8,0,15,16781825,0,0,0,0
1610612992,3343137,8,0,15,16781569,0,0,0,0
1610612993,3343137,8,0,15,2701136134,0,0,0,0
1610612994,3343137,8,0,1,2432700676,0,0,0,0
1610612995,3343137,8,0,1,2432700675,0,0,0,0
1610612996,3343137,8,0,30,16982287,0,0,0,0
1610612997,3212145,2,0,100,4353,0,0,0,0
1610612998,3212145,2,0,100,4609,0,0,0,0
1610612999,3212145,2,0,10,4354,0,0,0,0
1610613000,3212145,2,0,4,16781569,0,0,0,0
1610613001,3212145,2,0,50,2701136131,0,0,0,0
1610613002,3212145,2,0,1,2432700676,0,0,0,0
1610613003,3212145,2,0,1,2432700675,0,0,0,0
1610613004,3212145,2,0,50,17002767,0,0,0,0
1610613005,3277681,3,0,50,4353,0,0,0,0
1610613006,3277681,3,0,50,4609,0,0,0,0
1610613007,3277681,3,0,5,4354,0,0,0,0
1610613008,3277681,3,0,2,16781825,0,0,0,0
1610613009,3277681,3,0,20,2701136131,0,0,0,0
1610613010,3277681,3,0,1,2432700676,0,0,0,0
1610613011,3277681,3,0,1,2432700675,0,0,0,0
1610613012,3277681,3,0,20,17002767,0,0,0,0
1610613013,3343217,8,0,15,4353,0,0,0,0
1610613014,3343217,8,0,15,4609,0,0,0,0
1610613015,3343217,8,0,15,4865,0,0,0,0
1610613016,3343217,8,0,15,16782081,0,0,0,0
1610613017,3343217,8,0,15,16781825,0,0,0,0
1610613018,3343217,8,0,15,16781569,0,0,0,0
1610613019,3343217,8,0,15,2701136134,0,0,0,0
1610613020,3343217,8,0,1,2432700676,0,0,0,0
1610613021,3343217,8,0,1,2432700675,0,0,0,0
1610613022,3343217,8,0,30,17002767,0,0,0,0
1610613023,3212225,2,0,100,4353,0,0,0,0
1610613024,3212225,2,0,100,4609,0,0,0,0
1610613025,3212225,2,0,10,4354,0,0,0,0
1610613026,3212225,2,0,4,16781569,0,0,0,0
1610613027,3212225,2,0,50,2701136131,0,0,0,0
1610613028,3212225,2,0,1,2432700676,0,0,0,0
1610613029,3212225,2,0,1,2432700675,0,0,0,0
1610613030,3212225,2,0,50,17023247,0,0,0,0
1610613031,3277761,3,0,50,4353,0,0,0,0
1610613032,3277761,3,0,50,4609,0,0,0,0
1610613033,3277761,3,0,5,4354,0,0,0,0
1610613034,3277761,3,0,2,16781825,0,0,0,0
1610613035,3277761,3,0,20,2701136131,0,0,0,0
1610613036,3277761,3,0,1,2432700676,0,0,0,0
1610613037,3277761,3,0,1,2432700675,0,0,0,0
1610613038,3277761,3,0,20,17023247,0,0,0,0
1610613039,3343297,8,0,15,4353,0,0,0,0
1610613040,3343297,8,0,15,4609,0,0,0,0
1610613041,3343297,8,0,15,4865,0,0,0,0
1610613042,3343297,8,0,15,16782081,0,0,0,0
1610613043,3343297,8,0,15,16781825,0,0,0,0
1610613044,3343297,8,0,15,16781569,0,0,0,0
1610613045,3343297,8,0,15,2701136134,0,0,0,0
1610613046,3343297,8,0,1,2432700676,0,0,0,0
1610613047,3343297,8,0,1,2432700675,0,0,0,0
1610613048,3343297,8,0,30,17023247,0,0,0,0
1610613049,3212305,2,0,100,4353,0,0,0,0
1610613050,3212305,2,0,100,4609,0,0,0,0
1610613051,3212305,2,0,10,4354,0,0,0,0
1610613052,3212305,2,0,4,16781569,0,0,0,0
1610613053,3212305,2,0,50,2701136131,0,0,0,0
1610613054,3212305,2,0,1,2432700676,0,0,0,0
1610613055,3212305,2,0,1,2432700675,0,0,0,0
1610613056,3212305,2,0,50,17043727,0,0,0,0
1610613057,3277841,3,0,50,4353,0,0,0,0
1610613058,3277841,3,0,50,4609,0,0,0,0
1610613059,3277841,3,0,5,4354,0,0,0,0
1610613060,3277841,3,0,2,16781825,0,0,0,0
1610613061,3277841,3,0,20,2701136131,0,0,0,0
1610613062,3277841,3,0,1,2432700676,0,0,0,0
1610613063,3277841,3,0,1,2432700675,0,0,0,0
1610613064,3277841,3,0,20,17043727,0,0,0,0
1610613065,3343377,8,0,15,4353,0,0,0,0
1610613066,3343377,8,0,15,4609,0,0,0,0
1610613067,3343377,8,0,15,4865,0,0,0,0
1610613068,3343377,8,0,15,16782081,0,0,0,0
1610613069,3343377,8,0,15,16781825,0,0,0,0
1610613070,3343377,8,0,15,16781569,0,0,0,0
1610613071,3343377,8,0,15,2701136134,0,0,0,0
1610613072,3343377,8,0,1,2432700676,0,0,0,0
1610613073,3343377,8,0,1,2432700675,0,0,0,0
1610613074,3343377,8,0,30,17043727,0,0,0,0
1610613075,3212385,2,0,100,4353,0,0,0,0
1610613076,3212385,2,0,100,4609,0,0,0,0
1610613077,3212385,2,0,10,4354,0,0,0,0
1610613078,3212385,2,0,4,16781569,0,0,0,0
1610613079,3212385,2,0,50,2701136131,0,0,0,0
1610613080,3212385,2,0,1,2432700676,0,0,0,0
1610613081,3212385,2,0,1,2432700675,0,0,0,0
1610613082,3212385,2,0,50,17064207,0,0,0,0
1610613083,3277921,3,0,50,4353,0,0,0,0
1610613084,3277921,3,0,50,4609,0,0,0,0
1610613085,3277921,3,0,5,4354,0,0,0,0
1610613086,3277921,3,0,2,16781825,0,0,0,0
1610613087,3277921,3,0,20,2701136131,0,0,0,0
1610613088,3277921,3,0,1,2432700676,0,0,0,0
1610613089,3277921,3,0,1,2432700675,0,0,0,0
1610613090,3277921,3,0,20,17064207,0,0,0,0
1610613091,3343457,8,0,15,4353,0,0,0,0
1610613092,3343457,8,0,15,4609,0,0,0,0
1610613093,3343457,8,0,15,4865,0,0,0,0
1610613094,3343457,8,0,15,16782081,0,0,0,0
1610613095,3343457,8,0,15,16781825,0,0,0,0
1610613096,3343457,8,0,15,16781569,0,0,0,0
1610613097,3343457,8,0,15,2701136134,0,0,0,0
1610613098,3343457,8,0,1,2432700676,0,0,0,0
1610613099,3343457,8,0,1,2432700675,0,0,0,0
1610613100,3343457,8,0,30,17064207,0,0,0,0
1610613101,3212465,2,0,100,4353,0,0,0,0
1610613102,3212465,2,0,100,4609,0,0,0,0
1610613103,3212465,2,0,10,4354,0,0,0,0
1610613104,3212465,2,0,4,16781569,0,0,0,0
1610613105,3212465,2,0,50,2701136131,0,0,0,0
1610613106,3212465,2,0,1,2432700676,0,0,0,0
1610613107,3212465,2,0,1,2432700675,0,0,0,0
1610613108,3212465,2,0,50,17084687,0,0,0,0
1610613109,3278001,3,0,50,4353,0,0,0,0
1610613110,3278001,3,0,50,4609,0,0,0,0
1610613111,3278001,3,0,5,4354,0,0,0,0
1610613112,3278001,3,0,2,16781825,0,0,0,0
1610613113,3278001,3,0,20,2701136131,0,0,0,0
1610613114,3278001,3,0,1,2432700676,0,0,0,0
1610613115,3278001,3,0,1,2432700675,0,0,0,0
1610613116,3278001,3,0,20,17084687,0,0,0,0
1610613117,3343537,8,0,15,4353,0,0,0,0
1610613118,3343537,8,0,15,4609,0,0,0,0
1610613119,3343537,8,0,15,4865,0,0,0,0
1610613120,3343537,8,0,15,16782081,0,0,0,0
1610613121,3343537,8,0,15,16781825,0,0,0,0
1610613122,3343537,8,0,15,16781569,0,0,0,0
1610613123,3343537,8,0,15,2701136134,0,0,0,0
1610613124,3343537,8,0,1,2432700676,0,0,0,0
1610613125,3343537,8,0,1,2432700675,0,0,0,0
1610613126,3343537,8,0,30,17084687,0,0,0,0
1610613127,3212545,2,0,100,4353,0,0,0,0
1610613128,3212545,2,0,100,4609,0,0,0,0
1610613129,3212545,2,0,10,4354,0,0,0,0
1610613130,3212545,2,0,4,16781569,0,0,0,0
1610613131,3212545,2,0,50,2701136131,0,0,0,0
1610613132,3212545,2,0,1,2432700676,0,0,0,0
1610613133,3212545,2,0,1,2432700675,0,0,0,0
1610613134,3212545,2,0,50,17105167,0,0,0,0
1610613135,3278081,3,0,50,4353,0,0,0,0
1610613136,3278081,3,0,50,4609,0,0,0,0
1610613137,3278081,3,0,5,4354,0,0,0,0
1610613138,3278081,3,0,2,16781825,0,0,0,0
1610613139,3278081,3,0,20,2701136131,0,0,0,0
1610613140,3278081,3,0,1,2432700676,0,0,0,0
1610613141,3278081,3,0,1,2432700675,0,0,0,0
1610613142,3278081,3,0,20,17105167,0,0,0,0
1610613143,3343617,8,0,15,4353,0,0,0,0
1610613144,3343617,8,0,15,4609,0,0,0,0
1610613145,3343617,8,0,15,4865,0,0,0,0
1610613146,3343617,8,0,15,16782081,0,0,0,0
1610613147,3343617,8,0,15,16781825,0,0,0,0
1610613148,3343617,8,0,15,16781569,0,0,0,0
1610613149,3343617,8,0,15,2701136134,0,0,0,0
1610613150,3343617,8,0,1,2432700676,0,0,0,0
1610613151,3343617,8,0,1,2432700675,0,0,0,0
1610613152,3343617,8,0,30,17105167,0,0,0,0
1610613153,3212625,2,0,100,4353,0,0,0,0
1610613154,3212625,2,0,100,4609,0,0,0,0
1610613155,3212625,2,0,10,4354,0,0,0,0
1610613156,3212625,2,0,4,16781569,0,0,0,0
1610613157,3212625,2,0,50,2701136131,0,0,0,0
1610613158,3212625,2,0,1,2432700676,0,0,0,0
1610613159,3212625,2,0,1,2432700675,0,0,0,0
1610613160,3212625,2,0,50,17125647,0,0,0,0
1610613161,3278161,3,0,50,4353,0,0,0,0
1610613162,3278161,3,0,50,4609,0,0,0,0
1610613163,3278161,3,0,5,4354,0,0,0,0
1610613164,3278161,3,0,2,16781825,0,0,0,0
1610613165,3278161,3,0,20,2701136131,0,0,0,0
1610613166,3278161,3,0,1,2432700676,0,0,0,0
1610613167,3278161,3,0,1,2432700675,0,0,0,0
1610613168,3278161,3,0,20,17125647,0,0,0,0
1610613169,3343697,8,0,15,4353,0,0,0,0
1610613170,3343697,8,0,15,4609,0,0,0,0
1610613171,3343697,8,0,15,4865,0,0,0,0
1610613172,3343697,8,0,15,16782081,0,0,0,0
1610613173,3343697,8,0,15,16781825,0,0,0,0
1610613174,3343697,8,0,15,16781569,0,0,0,0
1610613175,3343697,8,0,15,2701136134,0,0,0,0
1610613176,3343697,8,0,1,2432700676,0,0,0,0
1610613177,3343697,8,0,1,2432700675,0,0,0,0
1610613178,3343697,8,0,30,17125647,0,0,0,0
1610613179,3212705,2,0,100,4353,0,0,0,0
1610613180,3212705,2,0,100,4609,0,0,0,0
1610613181,3212705,2,0,10,4354,0,0,0,0
1610613182,3212705,2,0,4,16781569,0,0,0,0
1610613183,3212705,2,0,50,2701136131,0,0,0,0
1610613184,3212705,2,0,1,2432700676,0,0,0,0
1610613185,3212705,2,0,1,2432700675,0,0,0,0
1610613186,3212705,2,0,50,17146127,0,0,0,0
1610613187,3278241,3,0,50,4353,0,0,0,0
1610613188,3278241,3,0,50,4609,0,0,0,0
1610613189,3278241,3,0,5,4354,0,0,0,0
1610613190,3278241,3,0,2,16781825,0,0,0,0
1610613191,3278241,3,0,20,2701136131,0,0,0,0
1610613192,3278241,3,0,1,2432700676,0,0,0,0
1610613193,3278241,3,0,1,2432700675,0,0,0,0
1610613194,3278241,3,0,20,17146127,0,0,0,0
1610613195,3343777,8,0,15,4353,0,0,0,0
1610613196,3343777,8,0,15,4609,0,0,0,0
1610613197,3343777,8,0,15,4865,0,0,0,0
1610613198,3343777,8,0,15,16782081,0,0,0,0
1610613199,3343777,8,0,15,16781825,0,0,0,0
1610613200,3343777,8,0,15,16781569,0,0,0,0
1610613201,3343777,8,0,15,2701136134,0,0,0,0
1610613202,3343777,8,0,1,2432700676,0,0,0,0
1610613203,3343777,8,0,1,2432700675,0,0,0,0
1610613204,3343777,8,0,30,17146127,0,0,0,0
1610613205,3212785,2,0,100,4353,0,0,0,0
1610613206,3212785,2,0,100,4609,0,0,0,0
1610613207,3212785,2,0,10,4354,0,0,0,0
1610613208,3212785,2,0,4,16781569,0,0,0,0
1610613209,3212785,2,0,50,2701136131,0,0,0,0
1610613210,3212785,2,0,1,2432700676,0,0,0,0
1610613211,3212785,2,0,1,2432700675,0,0,0,0
1610613212,3212785,2,0,50,17166607,0,0,0,0
1610613213,3278321,3,0,50,4353,0,0,0,0
1610613214,3278321,3,0,50,4609,0,0,0,0
1610613215,3278321,3,0,5,4354,0,0,0,0
1610613216,3278321,3,0,2,16781825,0,0,0,0
1610613217,3278321,3,0,20,2701136131,0,0,0,0
1610613218,3278321,3,0,1,2432700676,0,0,0,0
1610613219,3278321,3,0,1,2432700675,0,0,0,0
1610613220,3278321,3,0,20,17166607,0,0,0,0
1610613221,3343857,8,0,15,4353,0,0,0,0
1610613222,3343857,8,0,15,4609,0,0,0,0
1610613223,3343857,8,0,15,4865,0,0,0,0
1610613224,3343857,8,0,15,16782081,0,0,0,0
1610613225,3343857,8,0,15,16781825,0,0,0,0
1610613226,3343857,8,0,15,16781569,0,0,0,0
1610613227,3343857,8,0,15,2701136134,0,0,0,0
1610613228,3343857,8,0,1,2432700676,0,0,0,0
1610613229,3343857,8,0,1,2432700675,0,0,0,0
1610613230,3343857,8,0,30,17166607,0,0,0,0
1610613231,3212865,2,0,100,4353,0,0,0,0
1610613232,3212865,2,0,100,4609,0,0,0,0
1610613233,3212865,2,0,10,4354,0,0,0,0
1610613234,3212865,2,0,4,16781569,0,0,0,0
1610613235,3212865,2,0,50,2701136131,0,0,0,0
1610613236,3212865,2,0,1,2432700676,0,0,0,0
1610613237,3212865,2,0,1,2432700675,0,0,0,0
1610613238,3212865,2,0,50,17187087,0,0,0,0
1610613239,3278401,3,0,50,4353,0,0,0,0
1610613240,3278401,3,0,50,4609,0,0,0,0
1610613241,3278401,3,0,5,4354,0,0,0,0
1610613242,3278401,3,0,2,16781825,0,0,0,0
1610613243,3278401,3,0,20,2701136131,0,0,0,0
1610613244,3278401,3,0,1,2432700676,0,0,0,0
1610613245,3278401,3,0,1,2432700675,0,0,0,0
1610613246,3278401,3,0,20,17187087,0,0,0,0
1610613247,3343937,8,0,15,4353,0,0,0,0
1610613248,3343937,8,0,15,4609,0,0,0,0
1610613249,3343937,8,0,15,4865,0,0,0,0
1610613250,3343937,8,0,15,16782081,0,0,0,0
1610613251,3343937,8,0,15,16781825,0,0,0,0
1610613252,3343937,8,0,15,16781569,0,0,0,0
1610613253,3343937,8,0,15,2701136134,0,0,0,0
