PrimaryKey,Group,SelectionFactor,RewardKey,RewardCountMin,RewardCountMax
1627390055,2701136129,4,540483585,1,1
1627390056,2701136129,4,540487681,1,1
1627390057,2701136129,4,540491777,1,1
1627390058,2701136129,4,540495873,1,1
1627390059,2701136129,4,540499969,1,1
1627390060,2701136129,4,540413953,1,1
1627390061,2701136129,4,540418049,1,1
1627390062,2701136129,4,540422145,1,1
1627390063,2701136129,4,540426241,1,1
1627390064,2701136129,1,541134849,1,1
1627390065,2701136129,1,541138945,1,1
1627390066,2701136129,1,541143041,1,1
1627390067,2701136129,1,541147137,1,1
1627390068,2701136129,1,541151233,1,1
1627390069,2701136129,1,541155329,1,1
1627390070,2701136129,1,541159425,1,1
1627390071,2701136129,1,541163521,1,1
1627390072,2701136129,1,541167617,1,1
1627390073,2701136129,1,541171713,1,1
1627390074,2701136129,1,541265921,1,1
1627390075,2701136129,1,541270017,1,1
1627390076,2701136129,1,541274113,1,1
1627390077,2701136129,1,541278209,1,1
1627390078,2701136129,1,541282305,1,1
1627390079,2701136129,1,541396993,1,1
1627390080,2701136129,1,541401089,1,1
1627390081,2701136129,1,541405185,1,1
1627390082,2701136129,1,541409281,1,1
1627390083,2701136129,1,541528065,1,1
1627390084,2701136129,1,541532161,1,1
1627390085,2701136129,1,541536257,1,1
1627390086,2701136129,1,541540353,1,1
1627390087,2701136129,1,541544449,1,1
1627390088,2701136129,1,541548545,1,1
1627390089,2701136129,1,541462529,1,1
1627390090,2701136129,1,541466625,1,1
1627390091,2701136129,1,541470721,1,1
1627390092,2701136129,1,541474817,1,1
1627390093,2701136130,1000,572272641,250,750
1627390094,2701136130,1,572461058,1,1
1627390095,2701136130,1,572469250,1,1
1627390096,2701136131,1,572329985,3,7
1627390097,2701136131,1,572338177,3,7
1627390098,2701136131,1,572354561,3,7
1627390099,2701136131,1,572346369,3,7
1627390100,2701136131,1,572350465,3,7
1627390101,2701136133,1,572067841,3,7
1627390102,2701136133,1,572071937,3,7
1627390103,2701136133,1,572076033,3,7
1627390104,2701136133,1,572080129,3,7
1627390105,2701136134,1,572329985,70,130
1627390106,2701136134,1,572338177,70,130
1627390107,2701136134,1,572354561,70,130
1627390108,2701136134,1,572346369,70,130
1627390109,2701136134,1,572350465,70,130
1627390110,2701136135,1,572329985,200,300
1627390111,2701136135,1,572338177,200,300
1627390112,2701136135,1,572354561,200,300
1627390113,2701136135,1,572346369,200,300
1627390114,2701136135,1,572350465,200,300
1627390115,2701136141,1,571785471,25,35
1627390116,2432700673,1,572329985,125,175
1627390117,2432700673,1,572338177,125,175
1627390118,2432700673,1,572354561,125,175
1627390119,2432700673,1,572346369,125,175
1627390120,2432700673,1,572350465,125,175
1627390121,2701136137,1,572329985,3,7
1627390122,2717913353,1,572329985,70,130
1627390123,2734690569,1,572329985,125,175
1627390124,2751467785,1,572329985,200,300
1627390125,2701136138,1,572329985,3,7
1627390126,2701136138,1,572338177,3,7
1627390127,2717913354,1,572329985,70,130
1627390128,2717913354,1,572338177,70,130
1627390129,2734690570,1,572329985,125,175
1627390130,2734690570,1,572338177,125,175
1627390131,2751467786,1,572329985,200,300
1627390132,2751467786,1,572338177,200,300
1627390133,2701136139,1,572329985,3,7
1627390134,2701136139,1,572338177,3,7
1627390135,2701136139,1,572354561,3,7
1627390136,2717913355,1,572329985,70,130
1627390137,2717913355,1,572338177,70,130
1627390138,2717913355,1,572354561,70,130
1627390139,2734690571,1,572329985,125,175
1627390140,2734690571,1,572338177,125,175
1627390141,2734690571,1,572354561,125,175
1627390142,2751467787,1,572329985,200,300
1627390143,2751467787,1,572338177,200,300
1627390144,2751467787,1,572354561,200,300
1627390145,2701136140,1,572329985,3,7
1627390146,2701136140,1,572338177,3,7
1627390147,2701136140,1,572354561,3,7
1627390148,2701136140,1,572346369,3,7
1627390149,2717913356,1,572329985,70,130
1627390150,2717913356,1,572338177,70,130
1627390151,2717913356,1,572354561,70,130
1627390152,2717913356,1,572346369,70,130
1627390153,2734690572,1,572329985,125,175
1627390154,2734690572,1,572338177,125,175
1627390155,2734690572,1,572354561,125,175
1627390156,2734690572,1,572346369,125,175
1627390157,2751467788,1,572329985,200,300
1627390158,2751467788,1,572338177,200,300
1627390159,2751467788,1,572354561,200,300
1627390160,2751467788,1,572346369,200,300
1627390161,2432700677,1,572067841,125,175
1627390162,2432700677,1,572071937,125,175
1627390163,2432700677,1,572076033,125,175
1627390164,2432700677,1,572080129,125,175
1627390165,2432700678,1,572080129,70,130
1627390166,2432700678,1,572080129,70,130
1627390167,2432700678,1,572080129,70,130
1627390168,2432700678,1,572080129,70,130
1627390169,2432700679,1,572080129,200,300
1627390170,2432700679,1,572080129,200,300
1627390171,2432700679,1,572080129,200,300
1627390172,2432700679,1,572080129,200,300
1627390173,2701136132,5,572198913,10,20
1627390174,2701136132,0,572203009,5,10
1627390175,2701136132,5,572207105,10,20
1627390176,2701136136,1,572469250,1,1
1627390177,2717913346,1,572272641,1000,1700
1627390178,2717913346,1,572268545,25,35
1627390179,2717913347,4,571785471,25,35
1627390180,2717913347,1,572838143,25,35
1627390181,2717913349,1,572469250,1,1
1627390182,2734690562,1,572272641,1500,2500
1627390183,2734690562,1,572268545,35,45
1627390184,2734690565,1,572469250,1,2
1627390185,2734690566,16,571785471,25,35
1627390186,2734690566,4,572838143,25,35
1627390187,2734690566,1,573890815,25,35
1627390188,2751467778,1,572272641,2000,3500
1627390189,2751467778,1,572268545,45,55
1627390190,2751467781,1,572469250,1,3
1627390191,2751467782,64,571785471,25,35
1627390192,2751467782,16,572838143,25,35
1627390193,2751467782,4,573890815,25,35
1627390194,2751467782,1,574943487,25,35
1627390195,2969571585,1,541147137,1,1
1627390196,2969571841,1,541159425,1,1
1627390197,2969572097,1,541171713,1,1
1627390198,2969572353,1,541274113,1,1
1627390199,2969572609,1,541278209,1,1
1627390200,2969572865,1,541282305,1,1
1627390201,2969573121,1,541540353,1,1
1627390202,2969573377,1,541544449,1,1
1627390203,2969573633,1,541548545,1,1
1627390204,2969573889,1,541401089,1,1
1627390205,2969574145,1,541405185,1,1
1627390206,2969574401,1,541409281,1,1
1627390207,2969574657,1,541466625,1,1
1627390208,2969574913,1,541470721,1,1
1627390209,2969575169,1,541474817,1,1
1627390210,3036680449,1,542224385,1,1
1627390211,3036680450,16,540086273,1,1
1627390212,3036680450,16,540090369,1,1
1627390213,3036680450,16,540094465,1,1
1627390214,3036680450,16,540098561,1,1
1627390215,3036680450,16,540102657,1,1
1627390216,3036680450,16,540106753,1,1
1627390217,3036680450,16,540110849,1,1
1627390218,3036680450,16,540114945,1,1
1627390219,3036680450,16,540119041,1,1
1627390220,3036680450,16,540123137,1,1
1627390221,3036680450,16,540217345,1,1
1627390222,3036680450,16,540221441,1,1
1627390223,3036680450,16,540225537,1,1
1627390224,3036680450,16,540229633,1,1
1627390225,3036680450,16,540233729,1,1
1627390226,3036680450,16,540348417,1,1
1627390227,3036680450,16,540352513,1,1
1627390228,3036680450,16,540356609,1,1
1627390229,3036680450,16,540360705,1,1
1627390230,3036680450,16,540479489,1,1
1627390231,3036680450,16,540483585,1,1
1627390232,3036680450,16,540487681,1,1
1627390233,3036680450,16,540491777,1,1
1627390234,3036680450,16,540495873,1,1
1627390235,3036680450,16,540499969,1,1
1627390236,3036680450,16,540413953,1,1
1627390237,3036680450,16,540418049,1,1
1627390238,3036680450,16,540422145,1,1
1627390239,3036680450,16,540426241,1,1
1627390240,3036680450,1,541134849,1,1
1627390241,3036680450,1,541138945,1,1
1627390242,3036680450,1,541143041,1,1
1627390243,3036680450,1,541147137,1,1
1627390244,3036680450,1,541151233,1,1
1627390245,3036680450,1,541155329,1,1
1627390246,3036680450,1,541159425,1,1
1627390247,3036680450,1,541163521,1,1
1627390248,3036680450,1,541167617,1,1
1627390249,3036680450,1,541171713,1,1
1627390250,3036680450,1,541265921,1,1
1627390251,3036680450,1,541270017,1,1
1627390252,3036680450,1,541274113,1,1
1627390253,3036680450,1,541278209,1,1
1627390254,3036680450,1,541282305,1,1
1627390255,3036680450,1,541396993,1,1
1627390256,3036680450,1,541401089,1,1
1627390257,3036680450,1,541405185,1,1
1627390258,3036680450,1,541409281,1,1
1627390259,3036680450,1,541528065,1,1
1627390260,3036680450,1,541532161,1,1
1627390261,3036680450,1,541536257,1,1
1627390262,3036680450,1,541540353,1,1
1627390263,3036680450,1,541544449,1,1
1627390264,3036680450,1,541548545,1,1
1627390265,3036680450,1,541462529,1,1
1627390266,3036680450,1,541466625,1,1
1627390267,3036680450,1,541470721,1,1
1627390268,3036680450,1,541474817,1,1
1627390269,3036680705,1,542334977,1,1
1627390270,3036680961,1,542601217,1,1
1627390271,3036681217,1,542461953,1,1
1627390272,3036681473,1,542527489,1,1
1627390273,2432700674,1,572461057,1,2
1627390274,2432700675,1,572289025,1,5
1627390275,2432700676,1,572284929,1,1
1627390276,2432700680,64,571785471,100,100
1627390277,2432700680,16,572838143,100,100
1627390278,2432700680,4,573890815,100,100
1627390279,2432700680,1,574943487,100,100
1627390280,2449477889,1,572133377,1,1
1627390281,2449477889,1,572141569,1,1
1627390282,2449477889,1,572157953,1,1
1627390283,2449477889,1,572149761,1,1
1627390284,2449477889,1,572153857,1,1
1627390285,2449477890,1,573181953,1,1
1627390286,2449477890,1,573181954,1,1
1627390287,2449477890,1,573190145,1,1
1627390288,2449477890,1,573190146,1,1
1627390289,2449477890,1,573206529,1,1
1627390290,2449477890,1,573206530,1,1
1627390291,2449477890,1,573198337,1,1
1627390292,2449477890,1,573198338,1,1
1627390293,2449477890,1,573202433,1,1
1627390294,2449477890,1,573202434,1,1
1627390295,2449477891,1,574230529,1,1
1627390296,2449477891,1,574230530,1,1
1627390297,2449477891,1,574230531,1,1
1627390298,2449477891,1,574238721,1,1
1627390299,2449477891,1,574238722,1,1
1627390300,2449477891,1,574238723,1,1
1627390301,2449477891,1,574255105,1,1
1627390302,2449477891,1,574255106,1,1
1627390303,2449477891,1,574255107,1,1
1627390304,2449477891,1,574246913,1,1
1627390305,2449477891,1,574246914,1,1
1627390306,2449477891,1,574246915,1,1
1627390307,2449477891,1,574251009,1,1
1627390308,2449477891,1,574251010,1,1
1627390309,2449477891,1,574251011,1,1
1627390310,1090523396,1,571936769,1,1
1627390311,1090523396,1,571940865,1,1
1627390312,1090523396,1,571944961,1,1
1627390313,1090523396,1,571949057,1,1
1627390314,1107300613,1,572985345,1,1
1627390315,1107300613,1,572985346,1,1
1627390316,1107300613,1,572989441,1,1
1627390317,1107300613,1,572989442,1,1
1627390318,1107300613,1,572993537,1,1
1627390319,1107300613,1,572993538,1,1
1627390320,1107300613,1,572997633,1,1
1627390321,1107300613,1,572997634,1,1
1627390322,1124077830,1,574033921,1,1
1627390323,1124077830,1,574033922,1,1
1627390324,1124077830,1,574033923,1,1
1627390325,1124077830,1,574038017,1,1
1627390326,1124077830,1,574038018,1,1
1627390327,1124077830,1,574038019,1,1
1627390328,1124077830,1,574042113,1,1
1627390329,1124077830,1,574042114,1,1
1627390330,1124077830,1,574042115,1,1
1627390331,1124077830,1,574046209,1,1
1627390332,1124077830,1,574046210,1,1
1627390333,1124077830,1,574046211,1,1
1627390334,1140855047,1,575082497,1,1
1627390335,1140855047,1,575082498,1,1
1627390336,1140855047,1,575082499,1,1
1627390337,1140855047,1,575082500,1,1
1627390338,1140855047,1,575086593,1,1
1627390339,1140855047,1,575086594,1,1
1627390340,1140855047,1,575086595,1,1
1627390341,1140855047,1,575086596,1,1
1627390342,1140855047,1,575090689,1,1
1627390343,1140855047,1,575090690,1,1
1627390344,1140855047,1,575090691,1,1
1627390345,1140855047,1,575090692,1,1
1627390346,1140855047,1,575094785,1,1
1627390347,1140855047,1,575094786,1,1
1627390348,1140855047,1,575094787,1,1
1627390349,1090523400,1,572838143,30,30
1627390350,1107300617,1,573890815,30,30
1627390351,1124077834,1,574943487,30,30
1627390352,1140855047,1,575094788,1,1
1627390353,285217025,1,605978641,1,1
1627390354,285217026,1,605978658,1,1
1627390355,285217027,1,605978675,1,1
1627390356,285217028,1,605978692,1,1
1627390357,285217029,1,605978709,1,1
1627390358,285217030,1,605978726,1,1
1627390359,285217031,1,605978743,1,1
1627390360,285217032,1,605978760,1,1
1627390361,285221121,1,605949969,1,1
1627390362,286257409,40,605949969,1,1
1627390363,286257409,2,606998545,1,1
1627390364,286257409,1,608047121,1,1
1627390365,285249793,95,605949970,1,1
1627390366,285249794,5,606998546,1,1
1627390367,285249795,1,608047122,1,1
1627390368,285253889,64,606998546,1,1
1627390369,285253890,8,608047122,1,1
1627390370,285253891,1,609095698,1,1
1627390371,285257985,95,605949971,1,1
1627390372,285257986,5,606998547,1,1
1627390373,285257987,1,608047123,1,1
1627390374,285262081,64,606998547,1,1
1627390375,285262082,8,608047123,1,1
1627390376,285262083,1,609095699,1,1
1627390377,285266177,95,605949972,1,1
1627390378,285266178,5,606998548,1,1
1627390379,285266179,1,608047124,1,1
1627390380,285270273,64,606998548,1,1
1627390381,285270274,8,608047124,1,1
1627390382,285270275,1,609095700,1,1
1627390383,285233409,95,605949969,1,1
1627390384,285233409,5,606998545,1,1
1627390385,285233409,1,608047121,1,1
1627390386,302010625,64,606998545,1,1
1627390387,302010625,8,608047121,1,1
1627390388,302010625,1,609095697,1,1
1627390389,2717913859,1,572272641,1000,1000
1627390390,2717914116,1,572272641,1500,1500
1627390391,2734691332,1,572272641,2000,2000
1627390392,2734691589,1,572272641,2500,2500
1627390393,822104321,1,572272641,10,15
1627390394,838881537,1,572272641,15,20
1627390395,855658753,1,572272641,50,100
1627390396,16781569,1,537989121,1,1
1627390397,16781569,1,537993217,1,1
1627390398,16781569,1,537997313,1,1
1627390399,16781569,1,538001409,1,1
1627390400,16781569,1,538005505,1,1
1627390401,16781569,1,538009601,1,1
1627390402,16781569,1,538013697,1,1
1627390403,16781569,1,538017793,1,1
1627390404,16781569,1,538021889,1,1
1627390405,16781569,1,538025985,1,1
1627390406,16781569,1,538120193,1,1
1627390407,16781569,1,538124289,1,1
1627390408,16781569,1,538128385,1,1
1627390409,16781569,1,538132481,1,1
1627390410,16781569,1,538136577,1,1
1627390411,16781569,1,538251265,1,1
1627390412,16781569,1,538255361,1,1
1627390413,16781569,1,538259457,1,1
1627390414,16781569,1,538263553,1,1
1627390415,16781569,1,538382337,1,1
1627390416,16781569,1,538386433,1,1
1627390417,16781569,1,538390529,1,1
1627390418,16781569,1,538394625,1,1
1627390419,16781569,1,538398721,1,1
1627390420,16781569,1,538402817,1,1
1627390421,16781569,1,538316801,1,1
1627390422,16781569,1,538320897,1,1
1627390423,16781569,1,538324993,1,1
1627390424,16781569,1,538329089,1,1
1627390425,33558785,1,539037697,1,1
1627390426,33558785,1,539041793,1,1
1627390427,33558785,1,539045889,1,1
1627390428,33558785,1,539049985,1,1
1627390429,33558785,1,539054081,1,1
1627390430,33558785,1,539058177,1,1
1627390431,33558785,1,539062273,1,1
1627390432,33558785,1,539066369,1,1
1627390433,33558785,1,539070465,1,1
1627390434,33558785,1,539074561,1,1
1627390435,33558785,1,539168769,1,1
1627390436,33558785,1,539172865,1,1
1627390437,33558785,1,539176961,1,1
1627390438,33558785,1,539181057,1,1
1627390439,33558785,1,539185153,1,1
1627390440,33558785,1,539299841,1,1
1627390441,33558785,1,539303937,1,1
1627390442,33558785,1,539308033,1,1
1627390443,33558785,1,539312129,1,1
1627390444,33558785,1,539430913,1,1
1627390445,33558785,1,539435009,1,1
1627390446,33558785,1,539439105,1,1
1627390447,33558785,1,539443201,1,1
1627390448,33558785,1,539447297,1,1
1627390449,33558785,1,539451393,1,1
1627390450,33558785,1,539365377,1,1
1627390451,33558785,1,539369473,1,1
1627390452,33558785,1,539373569,1,1
1627390453,33558785,1,539377665,1,1
1627390454,50336001,1,540086273,1,1
1627390455,50336001,1,540090369,1,1
1627390456,50336001,1,540094465,1,1
1627390457,50336001,1,540098561,1,1
1627390458,50336001,1,540102657,1,1
1627390459,50336001,1,540106753,1,1
1627390460,50336001,1,540110849,1,1
1627390461,50336001,1,540114945,1,1
1627390462,50336001,1,540119041,1,1
1627390463,50336001,1,540123137,1,1
1627390464,50336001,1,540217345,1,1
1627390465,50336001,1,540221441,1,1
1627390466,50336001,1,540225537,1,1
1627390467,50336001,1,540229633,1,1
1627390468,50336001,1,540233729,1,1
1627390469,50336001,1,540348417,1,1
1627390470,50336001,1,540352513,1,1
1627390471,50336001,1,540356609,1,1
1627390472,50336001,1,540360705,1,1
1627390473,50336001,1,540479489,1,1
1627390474,50336001,1,540483585,1,1
1627390475,50336001,1,540487681,1,1
1627390476,50336001,1,540491777,1,1
1627390477,50336001,1,540495873,1,1
1627390478,50336001,1,540499969,1,1
1627390479,50336001,1,540413953,1,1
1627390480,50336001,1,540418049,1,1
1627390481,50336001,1,540422145,1,1
1627390482,50336001,1,540426241,1,1
1627390483,67113217,1,541134849,1,1
1627390484,67113217,1,541138945,1,1
1627390485,67113217,1,541143041,1,1
1627390486,67113217,1,541147137,1,1
1627390487,67113217,1,541151233,1,1
1627390488,67113217,1,541155329,1,1
1627390489,67113217,1,541159425,1,1
1627390490,67113217,1,541163521,1,1
1627390491,67113217,1,541167617,1,1
1627390492,67113217,1,541171713,1,1
1627390493,67113217,1,541265921,1,1
1627390494,67113217,1,541270017,1,1
1627390495,67113217,1,541274113,1,1
1627390496,67113217,1,541278209,1,1
1627390497,67113217,1,541282305,1,1
1627390498,67113217,1,541396993,1,1
1627390499,67113217,1,541401089,1,1
1627390500,67113217,1,541405185,1,1
1627390501,67113217,1,541409281,1,1
1627390502,67113217,1,541528065,1,1
1627390503,67113217,1,541532161,1,1
1627390504,67113217,1,541536257,1,1
1627390505,67113217,1,541540353,1,1
1627390506,67113217,1,541544449,1,1
1627390507,67113217,1,541548545,1,1
1627390508,67113217,1,541462529,1,1
1627390509,67113217,1,541466625,1,1
1627390510,67113217,1,541470721,1,1
1627390511,67113217,1,541474817,1,1
1627390512,83890433,1,542224385,1,1
1627390513,83890433,1,542334977,1,1
1627390514,83890433,1,542461953,1,1
1627390515,83890433,1,542601217,1,1
1627390516,83890433,1,542527489,1,1
1627390517,16781825,4,537989121,1,1
1627390518,16781825,4,537993217,1,1
1627390519,16781825,4,537997313,1,1
1627390520,16781825,4,538001409,1,1
1627390521,16781825,4,538005505,1,1
1627390522,16781825,4,538009601,1,1
1627390523,16781825,4,538013697,1,1
1627390524,16781825,4,538017793,1,1
1627390525,16781825,4,538021889,1,1
1627390526,16781825,4,538025985,1,1
1627390527,16781825,4,538120193,1,1
1627390528,16781825,4,538124289,1,1
1627390529,16781825,4,538128385,1,1
1627390530,16781825,4,538132481,1,1
1627390531,16781825,4,538136577,1,1
1627390532,16781825,4,538251265,1,1
1627390533,16781825,4,538255361,1,1
1627390534,16781825,4,538259457,1,1
1627390535,16781825,4,538263553,1,1
1627390536,16781825,4,538382337,1,1
1627390537,16781825,4,538386433,1,1
1627390538,16781825,4,538390529,1,1
1627390539,16781825,4,538394625,1,1
1627390540,16781825,4,538398721,1,1
1627390541,16781825,4,538402817,1,1
1627390542,16781825,4,538316801,1,1
1627390543,16781825,4,538320897,1,1
1627390544,16781825,4,538324993,1,1
1627390545,16781825,4,538329089,1,1
1627390546,16781825,1,539037697,1,1
1627390547,16781825,1,539041793,1,1
1627390548,16781825,1,539045889,1,1
1627390549,16781825,1,539049985,1,1
1627390550,16781825,1,539054081,1,1
1627390551,16781825,1,539058177,1,1
1627390552,16781825,1,539062273,1,1
1627390553,16781825,1,539066369,1,1
1627390554,16781825,1,539070465,1,1
1627390555,16781825,1,539074561,1,1
1627390556,16781825,1,539168769,1,1
1627390557,16781825,1,539172865,1,1
1627390558,16781825,1,539176961,1,1
1627390559,16781825,1,539181057,1,1
1627390560,16781825,1,539185153,1,1
1627390561,16781825,1,539299841,1,1
1627390562,16781825,1,539303937,1,1
1627390563,16781825,1,539308033,1,1
1627390564,16781825,1,539312129,1,1
1627390565,16781825,1,539430913,1,1
1627390566,16781825,1,539435009,1,1
1627390567,16781825,1,539439105,1,1
1627390568,16781825,1,539443201,1,1
1627390569,16781825,1,539447297,1,1
1627390570,16781825,1,539451393,1,1
1627390571,16781825,1,539365377,1,1
1627390572,16781825,1,539369473,1,1
1627390573,16781825,1,539373569,1,1
1627390574,16781825,1,539377665,1,1
1627390575,16782081,16,537989121,1,1
1627390576,16782081,16,537993217,1,1
1627390577,16782081,16,537997313,1,1
1627390578,16782081,16,538001409,1,1
1627390579,16782081,16,538005505,1,1
1627390580,16782081,16,538009601,1,1
1627390581,16782081,16,538013697,1,1
1627390582,16782081,16,538017793,1,1
1627390583,16782081,16,538021889,1,1
1627390584,16782081,16,538025985,1,1
1627390585,16782081,16,538120193,1,1
1627390586,16782081,16,538124289,1,1
1627390587,16782081,16,538128385,1,1
1627390588,16782081,16,538132481,1,1
1627390589,16782081,16,538136577,1,1
1627390590,16782081,16,538251265,1,1
1627390591,16782081,16,538255361,1,1
1627390592,16782081,16,538259457,1,1
1627390593,16782081,16,538263553,1,1
1627390594,16782081,16,538382337,1,1
1627390595,16782081,16,538386433,1,1
1627390596,16782081,16,538390529,1,1
1627390597,16782081,16,538394625,1,1
1627390598,16782081,16,538398721,1,1
1627390599,16782081,16,538402817,1,1
1627390600,16782081,16,538316801,1,1
1627390601,16782081,16,538320897,1,1
1627390602,16782081,16,538324993,1,1
1627390603,16782081,16,538329089,1,1
1627390604,16782081,4,539037697,1,1
1627390605,16782081,4,539041793,1,1
1627390606,16782081,4,539045889,1,1
1627390607,16782081,4,539049985,1,1
1627390608,16782081,4,539054081,1,1
1627390609,16782081,4,539058177,1,1
1627390610,16782081,4,539062273,1,1
1627390611,16782081,4,539066369,1,1
1627390612,16782081,4,539070465,1,1
1627390613,16782081,4,539074561,1,1
1627390614,16782081,4,539168769,1,1
1627390615,16782081,4,539172865,1,1
1627390616,16782081,4,539176961,1,1
1627390617,16782081,4,539181057,1,1
1627390618,16782081,4,539185153,1,1
1627390619,16782081,4,539299841,1,1
1627390620,16782081,4,539303937,1,1
1627390621,16782081,4,539308033,1,1
1627390622,16782081,4,539312129,1,1
1627390623,16782081,4,539430913,1,1
1627390624,16782081,4,539435009,1,1
1627390625,16782081,4,539439105,1,1
1627390626,16782081,4,539443201,1,1
1627390627,16782081,4,539447297,1,1
1627390628,16782081,4,539451393,1,1
1627390629,16782081,4,539365377,1,1
1627390630,16782081,4,539369473,1,1
1627390631,16782081,4,539373569,1,1
1627390632,16782081,4,539377665,1,1
1627390633,16782081,1,540086273,1,1
1627390634,16782081,1,540090369,1,1
1627390635,16782081,1,540094465,1,1
1627390636,16782081,1,540098561,1,1
1627390637,16782081,1,540102657,1,1
1627390638,16782081,1,540106753,1,1
1627390639,16782081,1,540110849,1,1
1627390640,16782081,1,540114945,1,1
1627390641,16782081,1,540119041,1,1
1627390642,16782081,1,540123137,1,1
1627390643,16782081,1,540217345,1,1
1627390644,16782081,1,540221441,1,1
1627390645,16782081,1,540225537,1,1
1627390646,16782081,1,540229633,1,1
1627390647,16782081,1,540233729,1,1
1627390648,16782081,1,540348417,1,1
1627390649,16782081,1,540352513,1,1
1627390650,16782081,1,540356609,1,1
1627390651,16782081,1,540360705,1,1
1627390652,16782081,1,540479489,1,1
1627390653,16782081,1,540483585,1,1
1627390654,16782081,1,540487681,1,1
1627390655,16782081,1,540491777,1,1
1627390656,16782081,1,540495873,1,1
1627390657,16782081,1,540499969,1,1
1627390658,16782081,1,540413953,1,1
1627390659,16782081,1,540418049,1,1
1627390660,16782081,1,540422145,1,1
1627390661,16782081,1,540426241,1,1
1627390662,16782337,64,537989121,1,1
1627390663,16782337,64,537993217,1,1
1627390664,16782337,64,537997313,1,1
1627390665,16782337,64,538001409,1,1
1627390666,16782337,64,538005505,1,1
1627390667,16782337,64,538009601,1,1
1627390668,16782337,64,538013697,1,1
